Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
0	Immune cells	CD4Tconv	Tfh	TNFRSF4	1.2	31.3	0
0	Immune cells	CD4Tconv	Tfh	LTB	0.96	89.6	0
0	Immune cells	CD4Tconv	Tfh	TIGIT	0.93	42.2	0
0	Immune cells	CD4Tconv	Tfh	TBC1D4	0.91	35.0	0
0	Immune cells	CD4Tconv	Tfh	SPOCK2	0.9	58.0	0
0	Immune cells	CD4Tconv	Tfh	IL7R	0.89	63.3	0
0	Immune cells	CD4Tconv	Tfh	CD2	0.85	89.0	0
0	Immune cells	CD4Tconv	Tfh	TNFRSF18	0.83	25.5	0
0	Immune cells	CD4Tconv	Tfh	IL32	0.8	94.9	0
0	Immune cells	CD4Tconv	Tfh	ICOS	0.8	34.4	0
0	Immune cells	CD4Tconv	Tfh	IL2RA	0.8	17.8	0
0	Immune cells	CD4Tconv	Tfh	JUNB	0.79	93.8	0
0	Immune cells	CD4Tconv	Tfh	CD3D	0.78	96.3	0
0	Immune cells	CD4Tconv	Tfh	ICA1	0.75	23.7	0
0	Immune cells	CD4Tconv	Tfh	CCR7	0.75	35.3	0
0	Immune cells	CD4Tconv	Tfh	ITM2A	0.74	56.6	0
0	Immune cells	CD4Tconv	Tfh	PBXIP1	0.74	49.6	0
0	Immune cells	CD4Tconv	Tfh	GPR183	0.74	64.6	0
0	Immune cells	CD4Tconv	Tfh	BATF	0.69	33.5	0
0	Immune cells	CD4Tconv	Tfh	CORO1B	0.68	48.5	0
0	Immune cells	CD4Tconv	Tfh	MAF	0.68	33.9	0
0	Immune cells	CD4Tconv	Tfh	LDHB	0.67	81.2	0
0	Immune cells	CD4Tconv	Tfh	ARID5B	0.66	53.7	0
0	Immune cells	CD4Tconv	Tfh	PIK3IP1	0.64	46.0	0
0	Immune cells	CD4Tconv	Tfh	RORA	0.64	53.0	0
0	Immune cells	CD4Tconv	Tfh	KLRB1	0.63	54.8	0
0	Immune cells	CD4Tconv	Tfh	CD40LG	0.61	29.7	0
0	Immune cells	CD4Tconv	Tfh	SOCS3	0.6	45.9	0
0	Immune cells	CD4Tconv	Tfh	FYB	0.6	79.0	0
0	Immune cells	CD4Tconv	Tfh	LCK	0.59	70.7	0
0	Immune cells	CD4Tconv	Tfh	CREM	0.59	58.7	0
0	Immune cells	CD4Tconv	Tfh	SARAF	0.58	85.5	0
0	Immune cells	CD4Tconv	Tfh	CD3E	0.58	75.6	0
0	Immune cells	CD4Tconv	Tfh	DNAJB1	0.57	76.3	0
0	Immune cells	CD4Tconv	Tfh	HSPA8	0.56	84.8	0
0	Immune cells	CD4Tconv	Tfh	STAT3	0.55	55.5	0
0	Immune cells	CD4Tconv	Tfh	LAT	0.55	52.1	0
0	Immune cells	CD4Tconv	Tfh	CD3G	0.55	72.8	0
0	Immune cells	CD4Tconv	Tfh	CTLA4	0.54	19.1	0
0	Immune cells	CD4Tconv	Tfh	RGS1	0.54	67.5	0
0	Immune cells	CD4Tconv	Tfh	LEPROTL1	0.54	58.6	0
0	Immune cells	CD4Tconv	Tfh	CLEC2D	0.53	57.4	0
0	Immune cells	CD4Tconv	Tfh	BTG1	0.53	98.7	0
0	Immune cells	CD4Tconv	Tfh	CCR6	0.53	24.7	0
0	Immune cells	CD4Tconv	Tfh	ZNF331	0.53	49.6	0
0	Immune cells	CD4Tconv	Tfh	TNFRSF25	0.52	27.9	0
0	Immune cells	CD4Tconv	Tfh	CD28	0.5	25.9	0
0	Immune cells	CD4Tconv	Tfh	TCF7	0.5	38.2	0
0	Immune cells	CD4Tconv	Tfh	TRAT1	0.48	33.2	0
0	Immune cells	CD4Tconv	Tfh	CXCR4	0.47	82.0	0
0	Immune cells	CD4Tconv	Tfh	TSHZ2	0.47	19.9	0
0	Immune cells	CD4Tconv	Tfh	ETS1	0.47	39.0	0
0	Immune cells	CD4Tconv	Tfh	EVL	0.46	73.4	0
0	Immune cells	CD4Tconv	Tfh	BCL11B	0.46	34.2	0
0	Immune cells	CD4Tconv	Tfh	EML4	0.46	47.0	0
0	Immune cells	CD4Tconv	Tfh	CD27	0.46	52.2	0
0	Immune cells	CD4Tconv	Tfh	RHOH	0.45	50.7	0
0	Immune cells	CD4Tconv	Tfh	SIRPG	0.44	26.8	0
0	Immune cells	CD4Tconv	Tfh	LBH	0.44	46.9	0
0	Immune cells	CD4Tconv	Tfh	PASK	0.44	23.1	0
0	Immune cells	CD4Tconv	Tfh	PTPRC	0.44	91.1	0
0	Immune cells	CD4Tconv	Tfh	FOXP3	0.43	12.4	0
0	Immune cells	CD4Tconv	Tfh	SH2D1A	0.42	32.9	0
0	Immune cells	CD4Tconv	Tfh	CD6	0.42	31.0	0
0	Immune cells	CD4Tconv	Tfh	RGCC	0.41	54.0	0
0	Immune cells	CD4Tconv	Tfh	TOX2	0.41	14.4	0
0	Immune cells	CD4Tconv	Tfh	CD7	0.4	63.8	0
0	Immune cells	CD4Tconv	Tfh	PDCD1	0.37	13.9	0
0	Immune cells	CD4Tconv	Tfh	MAL	0.37	16.4	0
0	Immune cells	CD4Tconv	Tfh	LEF1	0.37	17.6	0
0	Immune cells	CD4Tconv	Tfh	CD69	0.36	72.1	0
0	Immune cells	CD4Tconv	Tfh	CD5	0.34	20.6	0
0	Immune cells	CD4Tconv	Tfh	EEF1A1	0.33	100.0	0
0	Immune cells	CD4Tconv	Tfh	DUSP16	0.31	13.3	0
0	Immune cells	CD4Tconv	Tfh	FBLN7	0.26	10.8	0
0	Immune cells	CD4Tconv	Tfh	MT-CO2	-0.36	99.0	0
0	Immune cells	CD4Tconv	Tfh	MT-ND3	-0.45	94.0	0
0	Immune cells	CD4Tconv	Tfh	OAZ1	-0.48	91.1	0
0	Immune cells	CD4Tconv	Tfh	PLEK	-0.8	2.6	0
0	Immune cells	CD4Tconv	Tfh	CYBA	-0.83	71.5	0
0	Immune cells	CD4Tconv	Tfh	GSTP1	-1.0	26.5	0
0	Immune cells	CD4Tconv	Tfh	MEF2C	-1.0	0.6	0
0	Immune cells	CD4Tconv	Tfh	CD63	-1.14	24.5	0
0	Immune cells	CD4Tconv	Tfh	NPC2	-1.21	19.6	0
0	Immune cells	CD4Tconv	Tfh	SERPINA1	-1.26	0.9	0
0	Immune cells	CD4Tconv	Tfh	LGALS1	-1.3	25.9	0
0	Immune cells	CD4Tconv	Tfh	CTSS	-1.39	31.9	0
0	Immune cells	CD4Tconv	Tfh	HLA-DPA1	-1.4	25.8	0
0	Immune cells	CD4Tconv	Tfh	MNDA	-1.42	0.4	0
0	Immune cells	CD4Tconv	Tfh	HLA-DPB1	-1.44	25.9	0
0	Immune cells	CD4Tconv	Tfh	FTL	-1.49	94.2	0
0	Immune cells	CD4Tconv	Tfh	CD74	-1.53	65.7	0
0	Immune cells	CD4Tconv	Tfh	HLA-DRB1	-1.57	15.4	0
0	Immune cells	CD4Tconv	Tfh	FCN1	-1.8	0.9	0
0	Immune cells	CD4Tconv	Tfh	LST1	-1.87	8.1	0
0	Immune cells	CD4Tconv	Tfh	AIF1	-1.92	5.5	0
0	Immune cells	CD4Tconv	Tfh	NKG7	-1.92	10.1	0
0	Immune cells	CD4Tconv	Tfh	FCER1G	-2.13	3.0	0
0	Immune cells	CD4Tconv	Tfh	HLA-DRA	-2.28	24.6	0
0	Immune cells	CD4Tconv	Tfh	CST3	-2.32	6.1	0
0	Immune cells	CD4Tconv	Tfh	TYROBP	-2.5	3.9	0
0	Immune cells	CD4Tconv	Tfh	LYZ	-2.95	5.7	0
0	Immune cells	CD4Tconv	Tfh	S100A9	-3.79	6.5	0
0	Immune cells	CD4Tconv	Tfh	S100A8	-3.82	4.9	0
0	Immune cells	CD4Tconv	Tfh	TLK1	0.39	30.2	2e-301
0	Immune cells	CD4Tconv	Tfh	CSTA	-1.19	0.3	1.06e-299
0	Immune cells	CD4Tconv	Tfh	SOCS1	0.4	31.1	2.49e-299
0	Immune cells	CD4Tconv	Tfh	GATA3	0.37	23.3	5.77e-296
0	Immune cells	CD4Tconv	Tfh	PHLDA1	0.49	25.7	7.88e-296
0	Immune cells	CD4Tconv	Tfh	MALAT1	0.27	100.0	3.77e-295
0	Immune cells	CD4Tconv	Tfh	RCAN3	0.42	28.2	4.07e-295
0	Immune cells	CD4Tconv	Tfh	AQP3	0.41	28.4	6.54e-294
0	Immune cells	CD4Tconv	Tfh	CYBB	-0.9	0.5	4.67e-290
0	Immune cells	CD4Tconv	Tfh	SYNE2	0.47	43.7	7.82e-290
0	Immune cells	CD4Tconv	Tfh	RPS6	0.27	99.7	1.66e-285
0	Immune cells	CD4Tconv	Tfh	ITK	0.33	19.6	9.52e-282
0	Immune cells	CD4Tconv	Tfh	SPI1	-0.82	0.6	1.35e-280
0	Immune cells	CD4Tconv	Tfh	INPP4B	0.26	16.3	7.71e-280
0	Immune cells	CD4Tconv	Tfh	P2RY10	0.37	26.4	1.63e-279
0	Immune cells	CD4Tconv	Tfh	FCGRT	-0.81	4.1	1.76e-278
0	Immune cells	CD4Tconv	Tfh	HLA-DQB1	-1.17	8.7	5.66e-277
0	Immune cells	CD4Tconv	Tfh	GRN	-0.91	7.1	1.66e-274
0	Immune cells	CD4Tconv	Tfh	HLA-DQA1	-1.11	5.8	1.6e-273
0	Immune cells	CD4Tconv	Tfh	MT-ND4	-0.29	99.1	1.78e-271
0	Immune cells	CD4Tconv	Tfh	MT-CO3	-0.28	99.6	1.26e-270
0	Immune cells	CD4Tconv	Tfh	CAMK4	0.31	20.4	4.58e-267
0	Immune cells	CD4Tconv	Tfh	SERF2	-0.38	92.7	1.6e-266
0	Immune cells	CD4Tconv	Tfh	DUSP4	0.61	24.2	1.06e-264
0	Immune cells	CD4Tconv	Tfh	IFITM3	-1.6	6.0	1.16e-263
0	Immune cells	CD4Tconv	Tfh	TC2N	0.28	19.4	1.55e-259
0	Immune cells	CD4Tconv	Tfh	CD14	-1.29	1.0	1.79e-259
0	Immune cells	CD4Tconv	Tfh	PSAP	-1.27	30.8	1.47e-253
0	Immune cells	CD4Tconv	Tfh	ZEB2	-0.72	5.4	1.84e-252
0	Immune cells	CD4Tconv	Tfh	BIRC3	0.53	58.3	3.84e-252
0	Immune cells	CD4Tconv	Tfh	NR3C1	0.53	41.9	1e-250
0	Immune cells	CD4Tconv	Tfh	DGKA	0.29	19.2	2.71e-250
0	Immune cells	CD4Tconv	Tfh	CFD	-0.99	0.6	1.69e-249
0	Immune cells	CD4Tconv	Tfh	ASB2	0.27	16.5	2.78e-249
0	Immune cells	CD4Tconv	Tfh	AP3M2	0.28	15.2	1.46e-248
0	Immune cells	CD4Tconv	Tfh	GALM	0.37	24.5	3.7e-248
0	Immune cells	CD4Tconv	Tfh	OCIAD2	0.42	47.5	4.73e-248
0	Immune cells	CD4Tconv	Tfh	CD247	0.3	44.3	7.32e-247
0	Immune cells	CD4Tconv	Tfh	PYCARD	-0.73	16.6	4.12e-246
0	Immune cells	CD4Tconv	Tfh	SKAP1	0.35	36.7	1.73e-244
0	Immune cells	CD4Tconv	Tfh	RPS4Y1	0.52	56.7	4.29e-243
0	Immune cells	CD4Tconv	Tfh	TSPAN5	0.27	15.6	5.29e-243
0	Immune cells	CD4Tconv	Tfh	ZAP70	0.28	27.6	4.46e-242
0	Immune cells	CD4Tconv	Tfh	CYTIP	0.43	68.9	4.54e-242
0	Immune cells	CD4Tconv	Tfh	IL6ST	0.42	23.5	6.58e-241
0	Immune cells	CD4Tconv	Tfh	ANXA2	-0.65	21.1	6.88e-240
0	Immune cells	CD4Tconv	Tfh	NAP1L4	0.44	39.2	4.51e-239
0	Immune cells	CD4Tconv	Tfh	DDX24	0.42	74.1	3e-238
0	Immune cells	CD4Tconv	Tfh	GBP2	0.53	43.3	3.54e-237
0	Immune cells	CD4Tconv	Tfh	AAK1	0.43	50.9	1.25e-236
0	Immune cells	CD4Tconv	Tfh	OXNAD1	0.33	22.6	2.09e-234
0	Immune cells	CD4Tconv	Tfh	MAGEH1	0.49	19.8	2.11e-234
0	Immune cells	CD4Tconv	Tfh	DENND2D	0.3	30.8	2.98e-232
0	Immune cells	CD4Tconv	Tfh	NPM1	0.33	90.5	3.26e-232
0	Immune cells	CD4Tconv	Tfh	NEAT1	-0.73	73.0	5.31e-232
0	Immune cells	CD4Tconv	Tfh	SLAMF1	0.29	17.8	4.98e-231
0	Immune cells	CD4Tconv	Tfh	KLF6	0.43	84.4	3.4e-230
0	Immune cells	CD4Tconv	Tfh	LIMA1	0.28	17.4	1.19e-229
0	Immune cells	CD4Tconv	Tfh	RETN	-1.21	0.1	7.46e-229
0	Immune cells	CD4Tconv	Tfh	TNIK	0.25	16.8	1.51e-228
0	Immune cells	CD4Tconv	Tfh	VCAN	-1.48	0.6	1.99e-225
0	Immune cells	CD4Tconv	Tfh	S100A6	-1.02	73.3	2.27e-225
0	Immune cells	CD4Tconv	Tfh	STK17A	0.32	56.8	1.53e-224
0	Immune cells	CD4Tconv	Tfh	DDX5	0.32	93.4	6.99e-223
0	Immune cells	CD4Tconv	Tfh	CLEC12A	-0.78	0.2	2.38e-222
0	Immune cells	CD4Tconv	Tfh	RNASE6	-0.68	0.8	2.17e-221
0	Immune cells	CD4Tconv	Tfh	HLA-DMA	-0.8	13.6	7.3e-219
0	Immune cells	CD4Tconv	Tfh	DDIT4	0.48	58.0	1.95e-218
0	Immune cells	CD4Tconv	Tfh	MS4A7	-0.98	0.4	1.18e-217
0	Immune cells	CD4Tconv	Tfh	FPR1	-0.74	0.2	2.21e-217
0	Immune cells	CD4Tconv	Tfh	TTC39C	0.29	24.0	4.55e-217
0	Immune cells	CD4Tconv	Tfh	SLC2A3	0.37	55.5	6.95e-217
0	Immune cells	CD4Tconv	Tfh	GZMH	-1.31	1.8	7.44e-217
0	Immune cells	CD4Tconv	Tfh	CD68	-0.77	1.0	2.8e-216
0	Immune cells	CD4Tconv	Tfh	PPP1R15A	0.26	65.3	1.11e-214
0	Immune cells	CD4Tconv	Tfh	HNRNPA1	0.3	95.0	2.79e-214
0	Immune cells	CD4Tconv	Tfh	MS4A6A	-0.95	0.7	3.5e-214
0	Immune cells	CD4Tconv	Tfh	ASAH1	-0.7	8.9	2.29e-212
0	Immune cells	CD4Tconv	Tfh	TIMP1	-1.2	17.9	4.1e-212
0	Immune cells	CD4Tconv	Tfh	S100A12	-2.08	0.2	4.53e-212
0	Immune cells	CD4Tconv	Tfh	FGL2	-0.75	4.2	8.42e-212
0	Immune cells	CD4Tconv	Tfh	EMP3	-0.45	47.5	2.68e-209
0	Immune cells	CD4Tconv	Tfh	LYN	-0.57	0.9	1.42e-208
0	Immune cells	CD4Tconv	Tfh	TMEM173	0.38	27.7	5.23e-208
0	Immune cells	CD4Tconv	Tfh	SOD1	0.44	73.6	2.03e-207
0	Immune cells	CD4Tconv	Tfh	PRKCH	0.26	27.8	3.4e-207
0	Immune cells	CD4Tconv	Tfh	TNFAIP8	0.39	45.6	5.99e-207
0	Immune cells	CD4Tconv	Tfh	FCGR3A	-1.07	0.5	1.26e-206
0	Immune cells	CD4Tconv	Tfh	ANKRD12	0.4	65.1	1.61e-206
0	Immune cells	CD4Tconv	Tfh	LIMS1	0.45	46.9	1.72e-206
0	Immune cells	CD4Tconv	Tfh	METTL8	0.31	17.1	2.15e-204
0	Immune cells	CD4Tconv	Tfh	CCL5	-1.52	25.7	2.74e-204
0	Immune cells	CD4Tconv	Tfh	PPP1R2	0.49	51.1	1.75e-202
0	Immune cells	CD4Tconv	Tfh	ACAP1	0.35	59.8	2.09e-202
0	Immune cells	CD4Tconv	Tfh	LY86	-0.56	0.5	1.54e-201
0	Immune cells	CD4Tconv	Tfh	PHACTR2	0.32	19.8	2.72e-201
0	Immune cells	CD4Tconv	Tfh	SEPT6	0.39	56.6	4.25e-201
0	Immune cells	CD4Tconv	Tfh	KLRD1	-1.05	1.4	6.8e-198
0	Immune cells	CD4Tconv	Tfh	EIF4A2	0.35	70.9	1.29e-197
0	Immune cells	CD4Tconv	Tfh	SERINC5	0.31	18.1	3.97e-197
0	Immune cells	CD4Tconv	Tfh	FGR	-0.55	0.3	5.7e-197
0	Immune cells	CD4Tconv	Tfh	MT-ND1	-0.3	93.8	5.7e-196
0	Immune cells	CD4Tconv	Tfh	HLA-DMB	-0.72	2.7	1.28e-193
0	Immune cells	CD4Tconv	Tfh	IL2RG	0.39	70.4	2.52e-191
0	Immune cells	CD4Tconv	Tfh	MPEG1	-0.58	0.3	4.39e-190
0	Immune cells	CD4Tconv	Tfh	MARCKS	-0.58	0.3	3.16e-189
0	Immune cells	CD4Tconv	Tfh	SUSD3	0.28	24.6	7.67e-189
0	Immune cells	CD4Tconv	Tfh	RNF19A	0.42	33.5	1.8e-188
0	Immune cells	CD4Tconv	Tfh	HLA-A	0.3	99.7	2.22e-188
0	Immune cells	CD4Tconv	Tfh	MARCH1	-0.51	0.3	3.89e-183
0	Immune cells	CD4Tconv	Tfh	PIM2	0.3	40.6	1.53e-182
0	Immune cells	CD4Tconv	Tfh	KIAA1551	0.35	39.7	1.64e-182
0	Immune cells	CD4Tconv	Tfh	TOX	0.26	13.4	7.55e-182
0	Immune cells	CD4Tconv	Tfh	GPRIN3	0.27	18.4	2.17e-181
0	Immune cells	CD4Tconv	Tfh	FYN	0.3	41.1	2.23e-181
0	Immune cells	CD4Tconv	Tfh	TMEM176B	-0.68	0.4	2.4e-181
0	Immune cells	CD4Tconv	Tfh	CTSZ	-0.58	4.1	1.92e-180
0	Immune cells	CD4Tconv	Tfh	PTGER4	0.29	28.3	2.56e-179
0	Immune cells	CD4Tconv	Tfh	RNF130	-0.55	2.0	9.65e-178
0	Immune cells	CD4Tconv	Tfh	ODF2L	0.32	35.5	1.43e-176
0	Immune cells	CD4Tconv	Tfh	DNAJA1	0.26	73.0	2.14e-176
0	Immune cells	CD4Tconv	Tfh	FCMR	0.28	26.7	3.14e-176
0	Immune cells	CD4Tconv	Tfh	OPTN	0.28	28.7	2.5e-175
0	Immune cells	CD4Tconv	Tfh	CPVL	-0.61	0.3	6.86e-175
0	Immune cells	CD4Tconv	Tfh	ATP6V0B	-0.53	26.9	1.7e-174
0	Immune cells	CD4Tconv	Tfh	IDS	0.32	53.3	6.33e-173
0	Immune cells	CD4Tconv	Tfh	FAM26F	-0.64	2.0	1.32e-171
0	Immune cells	CD4Tconv	Tfh	PECAM1	-0.52	1.6	3.24e-171
0	Immune cells	CD4Tconv	Tfh	GZMA	-1.21	15.1	7.08e-169
0	Immune cells	CD4Tconv	Tfh	G3BP2	0.36	48.0	2.5e-168
0	Immune cells	CD4Tconv	Tfh	ARID5A	0.31	28.8	2.52e-168
0	Immune cells	CD4Tconv	Tfh	CD96	0.25	31.5	2.76e-168
0	Immune cells	CD4Tconv	Tfh	IGSF6	-0.6	0.7	1.08e-167
0	Immune cells	CD4Tconv	Tfh	H3F3A	-0.37	89.7	1.75e-167
0	Immune cells	CD4Tconv	Tfh	FAS	0.26	16.0	3.44e-167
0	Immune cells	CD4Tconv	Tfh	CD79A	-1.15	7.4	4.16e-166
0	Immune cells	CD4Tconv	Tfh	HNRNPA0	0.32	65.0	1.3e-165
0	Immune cells	CD4Tconv	Tfh	CFP	-0.61	2.2	5.49e-165
0	Immune cells	CD4Tconv	Tfh	ELF1	0.36	67.0	8.24e-165
0	Immune cells	CD4Tconv	Tfh	PSIP1	0.32	41.2	2.7e-164
0	Immune cells	CD4Tconv	Tfh	PLK3	0.26	26.0	3.25e-164
0	Immune cells	CD4Tconv	Tfh	CD82	0.29	27.4	1.36e-163
0	Immune cells	CD4Tconv	Tfh	C1ORF162	-0.59	11.2	1.07e-161
0	Immune cells	CD4Tconv	Tfh	YPEL5	0.33	61.7	7.39e-159
0	Immune cells	CD4Tconv	Tfh	GZMB	-1.14	3.3	2.32e-158
0	Immune cells	CD4Tconv	Tfh	SIT1	0.32	31.5	2.76e-158
0	Immune cells	CD4Tconv	Tfh	CDKN1B	0.34	31.0	1.21e-157
0	Immune cells	CD4Tconv	Tfh	PILRA	-0.49	0.1	1.97e-157
0	Immune cells	CD4Tconv	Tfh	BLVRB	-0.55	5.3	2.09e-156
0	Immune cells	CD4Tconv	Tfh	RAB31	-0.45	0.1	7.03e-156
0	Immune cells	CD4Tconv	Tfh	CACYBP	0.39	45.0	5.84e-155
0	Immune cells	CD4Tconv	Tfh	FAM118A	0.28	20.9	1.55e-154
0	Immune cells	CD4Tconv	Tfh	SRSF7	0.3	77.7	1.68e-154
0	Immune cells	CD4Tconv	Tfh	HCK	-0.46	0.2	2.56e-154
0	Immune cells	CD4Tconv	Tfh	CD86	-0.44	0.6	4.19e-154
0	Immune cells	CD4Tconv	Tfh	FCGR2A	-0.55	0.3	6.82e-154
0	Immune cells	CD4Tconv	Tfh	NCF2	-0.46	0.5	4.61e-153
0	Immune cells	CD4Tconv	Tfh	SLC11A1	-0.52	0.6	3.25e-152
0	Immune cells	CD4Tconv	Tfh	CCL4	-1.56	16.5	1.49e-151
0	Immune cells	CD4Tconv	Tfh	HLA-DQA2	-0.54	4.2	2.76e-151
0	Immune cells	CD4Tconv	Tfh	ARID4B	0.32	52.6	1.21e-150
0	Immune cells	CD4Tconv	Tfh	TYMP	-0.76	30.3	2.17e-150
0	Immune cells	CD4Tconv	Tfh	PRELID1	-0.46	34.5	2.48e-150
0	Immune cells	CD4Tconv	Tfh	ARHGDIB	0.27	93.7	6.7e-147
0	Immune cells	CD4Tconv	Tfh	PABPC1	0.32	89.4	8.3e-147
0	Immune cells	CD4Tconv	Tfh	UGP2	0.47	38.3	1.6e-146
0	Immune cells	CD4Tconv	Tfh	DNPH1	0.37	35.4	1.87e-145
0	Immune cells	CD4Tconv	Tfh	LILRB2	-0.46	0.1	2.51e-145
0	Immune cells	CD4Tconv	Tfh	ZFP36L2	0.36	77.2	2.32e-144
0	Immune cells	CD4Tconv	Tfh	S100A11	-0.87	54.6	4.43e-144
0	Immune cells	CD4Tconv	Tfh	C14ORF2	-0.43	58.8	3.49e-143
0	Immune cells	CD4Tconv	Tfh	CTSH	-0.47	7.4	1.61e-142
0	Immune cells	CD4Tconv	Tfh	HINT1	0.28	83.7	6.39e-142
0	Immune cells	CD4Tconv	Tfh	CYLD	0.29	31.3	8.61e-142
0	Immune cells	CD4Tconv	Tfh	SH3BGRL3	-0.41	82.4	2.18e-141
0	Immune cells	CD4Tconv	Tfh	RGS10	0.29	51.6	9.53e-140
0	Immune cells	CD4Tconv	Tfh	GLUL	-0.68	3.4	4.76e-139
0	Immune cells	CD4Tconv	Tfh	C19ORF38	-0.36	0.3	1.05e-138
0	Immune cells	CD4Tconv	Tfh	TMEM123	0.35	46.4	8.65e-137
0	Immune cells	CD4Tconv	Tfh	UXS1	0.25	17.9	9.97e-137
0	Immune cells	CD4Tconv	Tfh	SLFN5	0.28	29.0	1.02e-136
0	Immune cells	CD4Tconv	Tfh	NABP1	0.27	28.1	6.07e-136
0	Immune cells	CD4Tconv	Tfh	GCC2	0.32	47.4	9.29e-136
0	Immune cells	CD4Tconv	Tfh	TSPO	-0.67	36.0	1.54e-133
0	Immune cells	CD4Tconv	Tfh	TSC22D3	0.28	80.2	1.89e-133
0	Immune cells	CD4Tconv	Tfh	RRBP1	-0.59	7.3	3.33e-133
0	Immune cells	CD4Tconv	Tfh	RGS18	-0.42	0.3	5.61e-133
0	Immune cells	CD4Tconv	Tfh	TCF4	-0.38	0.7	6.88e-133
0	Immune cells	CD4Tconv	Tfh	SBDS	0.26	47.0	1.69e-132
0	Immune cells	CD4Tconv	Tfh	TSPYL2	0.28	28.7	2.66e-132
0	Immune cells	CD4Tconv	Tfh	SLC7A7	-0.37	0.1	3.35e-132
0	Immune cells	CD4Tconv	Tfh	GNG7	-0.38	0.9	1.19e-130
0	Immune cells	CD4Tconv	Tfh	LRRC25	-0.39	0.0	1.2e-130
0	Immune cells	CD4Tconv	Tfh	IFI30	-0.48	1.2	9.63e-130
0	Immune cells	CD4Tconv	Tfh	EAF2	-0.44	2.1	3.94e-129
0	Immune cells	CD4Tconv	Tfh	SC5D	0.27	16.1	8.39e-129
0	Immune cells	CD4Tconv	Tfh	BASP1	-0.4	1.3	8.8e-129
0	Immune cells	CD4Tconv	Tfh	CEBPD	-0.44	1.6	3.92e-128
0	Immune cells	CD4Tconv	Tfh	SEPT1	0.29	44.2	1.17e-127
0	Immune cells	CD4Tconv	Tfh	PLAUR	-0.83	3.5	6.3e-127
0	Immune cells	CD4Tconv	Tfh	GCA	-0.51	5.0	8.7e-127
0	Immune cells	CD4Tconv	Tfh	JAK1	0.29	63.5	1.43e-126
0	Immune cells	CD4Tconv	Tfh	CTSW	-0.76	5.6	4.09e-126
0	Immune cells	CD4Tconv	Tfh	MAFB	-0.51	0.8	8.38e-126
0	Immune cells	CD4Tconv	Tfh	NDFIP1	0.31	41.5	7.52e-125
0	Immune cells	CD4Tconv	Tfh	DERL3	-0.92	1.7	2.21e-124
0	Immune cells	CD4Tconv	Tfh	GABARAP	-0.49	53.1	1.26e-123
0	Immune cells	CD4Tconv	Tfh	NMT2	0.25	18.9	1.99e-123
0	Immune cells	CD4Tconv	Tfh	S100A10	-0.5	46.5	2.33e-123
0	Immune cells	CD4Tconv	Tfh	CEBPB	-0.61	11.6	3.68e-123
0	Immune cells	CD4Tconv	Tfh	TNFRSF17	-0.66	0.7	1.04e-122
0	Immune cells	CD4Tconv	Tfh	RHBDD2	0.29	23.3	1.72e-122
0	Immune cells	CD4Tconv	Tfh	CNOT6L	0.29	27.7	1.74e-122
0	Immune cells	CD4Tconv	Tfh	SFXN1	0.28	20.4	8.79e-122
0	Immune cells	CD4Tconv	Tfh	FAM49A	-0.32	0.2	2.1e-121
0	Immune cells	CD4Tconv	Tfh	ARHGAP15	0.27	35.2	4.05e-121
0	Immune cells	CD4Tconv	Tfh	CXCR6	0.32	14.4	8.82e-121
0	Immune cells	CD4Tconv	Tfh	THEMIS2	-0.37	4.1	3.53e-120
0	Immune cells	CD4Tconv	Tfh	STK17B	0.31	53.9	7.06e-120
0	Immune cells	CD4Tconv	Tfh	CD302	-0.34	0.2	1.3e-119
0	Immune cells	CD4Tconv	Tfh	LILRB3	-0.35	0.4	6.63e-119
0	Immune cells	CD4Tconv	Tfh	CD36	-0.43	0.1	6.9e-119
0	Immune cells	CD4Tconv	Tfh	KYNU	-0.34	0.1	8.25e-119
0	Immune cells	CD4Tconv	Tfh	CX3CR1	-0.38	0.1	8.28e-119
0	Immune cells	CD4Tconv	Tfh	KCTD12	-0.38	0.4	1.96e-118
0	Immune cells	CD4Tconv	Tfh	C5AR1	-0.44	0.4	8.47e-118
0	Immune cells	CD4Tconv	Tfh	SLAMF7	-0.34	0.9	3.09e-117
0	Immune cells	CD4Tconv	Tfh	NUP214	-0.43	4.2	4.87e-117
0	Immune cells	CD4Tconv	Tfh	FGFBP2	-0.72	0.5	1.13e-116
0	Immune cells	CD4Tconv	Tfh	CTSD	-0.77	24.7	7.95e-116
0	Immune cells	CD4Tconv	Tfh	CD300E	-0.38	0.1	2.32e-115
0	Immune cells	CD4Tconv	Tfh	STXBP2	-0.6	16.3	3.5e-115
0	Immune cells	CD4Tconv	Tfh	IFNGR2	-0.39	4.8	4.79e-115
0	Immune cells	CD4Tconv	Tfh	ZC3HAV1	0.28	31.5	2.71e-114
0	Immune cells	CD4Tconv	Tfh	RASGRP1	0.26	18.3	8.95e-114
0	Immune cells	CD4Tconv	Tfh	FKBP2	-0.69	20.9	1.15e-113
0	Immune cells	CD4Tconv	Tfh	GNLY	-1.41	4.0	1.59e-113
0	Immune cells	CD4Tconv	Tfh	RAP1A	0.28	54.3	2.21e-113
0	Immune cells	CD4Tconv	Tfh	SYK	-0.28	0.1	6.77e-113
