Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
0	Immune cells	CD4Tconv	CD4Tn	RPL34	0.62	100.0	2.19e-229
0	Immune cells	CD4Tconv	CD4Tn	RPS18	0.56	100.0	2.07e-200
0	Immune cells	CD4Tconv	CD4Tn	RPL32	0.55	99.8	2.62e-195
0	Immune cells	CD4Tconv	CD4Tn	RPL13	0.51	99.9	1.04e-167
0	Immune cells	CD4Tconv	CD4Tn	RPS27A	0.54	99.5	1.95e-164
0	Immune cells	CD4Tconv	CD4Tn	RPL10	0.46	100.0	4.42e-162
0	Immune cells	CD4Tconv	CD4Tn	RPS6	0.51	99.9	2.56e-146
0	Immune cells	CD4Tconv	CD4Tn	RPL13A	0.45	100.0	1.03e-142
0	Immune cells	CD4Tconv	CD4Tn	RPL11	0.5	99.4	1.07e-139
0	Immune cells	CD4Tconv	CD4Tn	RPS14	0.42	99.9	3.27e-138
0	Immune cells	CD4Tconv	CD4Tn	RPS29	0.46	99.9	1.03e-137
0	Immune cells	CD4Tconv	CD4Tn	RPL30	0.54	98.2	1.4e-136
0	Immune cells	CD4Tconv	CD4Tn	RPS25	0.48	99.3	3.36e-135
0	Immune cells	CD4Tconv	CD4Tn	RPS12	0.57	99.7	5.14e-135
0	Immune cells	CD4Tconv	CD4Tn	RPS27	0.44	100.0	5.44e-133
0	Immune cells	CD4Tconv	CD4Tn	CD74	-1.16	50.6	1.55e-130
0	Immune cells	CD4Tconv	CD4Tn	RPL21	0.45	99.8	4.07e-129
0	Immune cells	CD4Tconv	CD4Tn	RPL39	0.5	99.2	3.72e-128
0	Immune cells	CD4Tconv	CD4Tn	RPL3	0.46	99.7	9.09e-127
0	Immune cells	CD4Tconv	CD4Tn	EEF1A1	0.5	99.8	1.64e-125
0	Immune cells	CD4Tconv	CD4Tn	RPL31	0.49	99.4	7.71e-125
0	Immune cells	CD4Tconv	CD4Tn	RPL7	0.45	99.2	2.07e-119
0	Immune cells	CD4Tconv	CD4Tn	RPLP2	0.51	99.4	2.26e-119
0	Immune cells	CD4Tconv	CD4Tn	RPS3A	0.51	97.6	3.33e-118
0	Immune cells	CD4Tconv	CD4Tn	RPL18A	0.43	99.5	6.93e-114
0	Immune cells	CD4Tconv	CD4Tn	ISG15	-1.58	22.9	1.22e-110
0	Immune cells	CD4Tconv	CD4Tn	RPL27A	0.42	98.9	1.2e-108
0	Immune cells	CD4Tconv	CD4Tn	RPS15A	0.41	99.7	4.02e-108
0	Immune cells	CD4Tconv	CD4Tn	RPS28	0.43	99.0	1.36e-107
0	Immune cells	CD4Tconv	CD4Tn	RPL41	0.32	100.0	1.61e-106
0	Immune cells	CD4Tconv	CD4Tn	RPL36	0.48	98.1	3.02e-106
0	Immune cells	CD4Tconv	CD4Tn	TIGIT	-1.24	10.5	1.44e-105
0	Immune cells	CD4Tconv	CD4Tn	GAPDH	-0.93	72.5	1.94e-105
0	Immune cells	CD4Tconv	CD4Tn	RPS8	0.49	98.2	7.3e-104
0	Immune cells	CD4Tconv	CD4Tn	RPL23A	0.38	99.7	2.75e-102
0	Immune cells	CD4Tconv	CD4Tn	HLA-A	-0.45	96.9	6.73e-102
0	Immune cells	CD4Tconv	CD4Tn	RPL35A	0.43	97.9	5.96e-101
0	Immune cells	CD4Tconv	CD4Tn	HLA-DRB1	-1.48	6.0	1.4e-99
0	Immune cells	CD4Tconv	CD4Tn	RPS4X	0.38	99.1	2.13e-98
0	Immune cells	CD4Tconv	CD4Tn	RPS23	0.46	97.6	5.69e-98
0	Immune cells	CD4Tconv	CD4Tn	IL7R	0.89	62.8	1.72e-97
0	Immune cells	CD4Tconv	CD4Tn	RPLP1	0.38	100.0	2.5e-95
0	Immune cells	CD4Tconv	CD4Tn	SRGN	-0.76	63.6	2.29e-94
0	Immune cells	CD4Tconv	CD4Tn	RPL9	0.48	96.7	1.1e-92
0	Immune cells	CD4Tconv	CD4Tn	RPS3	0.38	98.9	6.95e-92
0	Immune cells	CD4Tconv	CD4Tn	RPS13	0.43	96.9	1.49e-89
0	Immune cells	CD4Tconv	CD4Tn	LY6E	-0.87	41.4	3.12e-88
0	Immune cells	CD4Tconv	CD4Tn	IFI6	-1.25	16.7	3.49e-87
0	Immune cells	CD4Tconv	CD4Tn	DUSP4	-1.16	4.2	8.75e-84
0	Immune cells	CD4Tconv	CD4Tn	MX1	-1.17	9.7	3.14e-82
0	Immune cells	CD4Tconv	CD4Tn	TNFRSF18	-1.4	8.7	3.14e-82
0	Immune cells	CD4Tconv	CD4Tn	CST7	-0.99	16.7	1.78e-80
0	Immune cells	CD4Tconv	CD4Tn	RPL26	0.37	98.6	5.31e-79
0	Immune cells	CD4Tconv	CD4Tn	HLA-DPA1	-1.05	9.3	9.04e-78
0	Immune cells	CD4Tconv	CD4Tn	RPS19	0.33	99.8	9.04e-78
0	Immune cells	CD4Tconv	CD4Tn	ANXA1	0.53	67.6	2.03e-75
0	Immune cells	CD4Tconv	CD4Tn	CD7	-0.9	39.2	6.01e-75
0	Immune cells	CD4Tconv	CD4Tn	HLA-DPB1	-1.01	9.8	1.96e-74
0	Immune cells	CD4Tconv	CD4Tn	TPT1	0.48	93.9	8.22e-73
0	Immune cells	CD4Tconv	CD4Tn	HLA-C	-0.33	96.9	1.75e-71
0	Immune cells	CD4Tconv	CD4Tn	TYMP	-0.91	15.1	1.93e-70
0	Immune cells	CD4Tconv	CD4Tn	RPS20	0.41	94.7	3.27e-69
0	Immune cells	CD4Tconv	CD4Tn	RPL14	0.39	96.0	3.01e-68
0	Immune cells	CD4Tconv	CD4Tn	NKG7	-1.58	11.0	4.96e-67
0	Immune cells	CD4Tconv	CD4Tn	TPI1	-0.73	38.3	9.22e-67
0	Immune cells	CD4Tconv	CD4Tn	RPL19	0.34	98.1	2.62e-66
0	Immune cells	CD4Tconv	CD4Tn	LAG3	-1.25	5.5	4.43e-66
0	Immune cells	CD4Tconv	CD4Tn	CCL4	-2.45	2.6	1.11e-65
0	Immune cells	CD4Tconv	CD4Tn	BATF	-0.99	11.6	8.85e-65
0	Immune cells	CD4Tconv	CD4Tn	PRF1	-1.01	5.8	3.57e-64
0	Immune cells	CD4Tconv	CD4Tn	LTB	0.53	86.7	1.02e-63
0	Immune cells	CD4Tconv	CD4Tn	BST2	-0.77	25.0	2.14e-63
0	Immune cells	CD4Tconv	CD4Tn	MT2A	-0.85	39.0	7.29e-63
0	Immune cells	CD4Tconv	CD4Tn	RPL36A	0.5	87.8	2.37e-62
0	Immune cells	CD4Tconv	CD4Tn	AC133644.2	-1.06	4.1	5.49e-62
0	Immune cells	CD4Tconv	CD4Tn	PKM	-0.93	33.4	2.53e-61
0	Immune cells	CD4Tconv	CD4Tn	RPL38	0.47	90.2	3.87e-61
0	Immune cells	CD4Tconv	CD4Tn	RPS15	0.28	99.7	6.68e-61
0	Immune cells	CD4Tconv	CD4Tn	CARD16	-0.79	23.7	1.78e-60
0	Immune cells	CD4Tconv	CD4Tn	RPS21	0.49	86.6	5.19e-60
0	Immune cells	CD4Tconv	CD4Tn	LINC00152	-0.78	13.0	1.91e-58
0	Immune cells	CD4Tconv	CD4Tn	RPL12	0.34	96.9	7.19e-58
0	Immune cells	CD4Tconv	CD4Tn	EPSTI1	-0.83	9.8	1.53e-57
0	Immune cells	CD4Tconv	CD4Tn	RPL6	0.35	95.7	6.04e-57
0	Immune cells	CD4Tconv	CD4Tn	RPL28	0.29	98.2	1.08e-56
0	Immune cells	CD4Tconv	CD4Tn	MT-CYB	0.41	95.5	1.53e-56
0	Immune cells	CD4Tconv	CD4Tn	ID2	-0.98	22.0	7.46e-56
0	Immune cells	CD4Tconv	CD4Tn	CD52	0.4	93.6	3.54e-55
0	Immune cells	CD4Tconv	CD4Tn	ACTB	-0.39	99.8	9.09e-55
0	Immune cells	CD4Tconv	CD4Tn	RPL10A	0.37	94.2	1.14e-54
0	Immune cells	CD4Tconv	CD4Tn	CXCL13	-2.18	1.8	2.58e-54
0	Immune cells	CD4Tconv	CD4Tn	OAS1	-0.83	5.6	4.38e-54
0	Immune cells	CD4Tconv	CD4Tn	GZMB	-1.85	3.1	7.3e-54
0	Immune cells	CD4Tconv	CD4Tn	RPS17	0.4	92.4	2e-52
0	Immune cells	CD4Tconv	CD4Tn	RPS2	0.27	99.5	2.93e-52
0	Immune cells	CD4Tconv	CD4Tn	RPS16	0.33	95.9	1.5e-51
0	Immune cells	CD4Tconv	CD4Tn	MT-CO3	0.37	97.2	6.04e-51
0	Immune cells	CD4Tconv	CD4Tn	ISG20	-0.83	37.1	1.54e-50
0	Immune cells	CD4Tconv	CD4Tn	APOBEC3G	-0.74	20.5	4.2e-50
0	Immune cells	CD4Tconv	CD4Tn	CTLA4	-0.85	3.7	5.25e-50
0	Immune cells	CD4Tconv	CD4Tn	MIR4435-2HG	-0.79	4.1	2.3e-49
0	Immune cells	CD4Tconv	CD4Tn	FKBP1A	-0.62	27.2	2.6e-49
0	Immune cells	CD4Tconv	CD4Tn	CXCR6	-0.85	10.3	4.68e-49
0	Immune cells	CD4Tconv	CD4Tn	COX5A	-0.73	19.4	8.19e-49
0	Immune cells	CD4Tconv	CD4Tn	MYL6	-0.39	81.7	1.34e-48
0	Immune cells	CD4Tconv	CD4Tn	OAZ1	-0.39	69.3	3.79e-48
0	Immune cells	CD4Tconv	CD4Tn	PSMB9	-0.52	50.5	5.51e-48
0	Immune cells	CD4Tconv	CD4Tn	RPL18	0.36	91.5	1.4e-47
0	Immune cells	CD4Tconv	CD4Tn	HLA-B	-0.28	97.4	1.49e-47
0	Immune cells	CD4Tconv	CD4Tn	LAP3	-0.67	3.7	2.27e-47
0	Immune cells	CD4Tconv	CD4Tn	ZFP36L2	0.5	68.8	3.83e-47
0	Immune cells	CD4Tconv	CD4Tn	UBB	-0.42	67.0	7e-47
0	Immune cells	CD4Tconv	CD4Tn	HLA-DRA	-1.19	2.9	7.25e-47
0	Immune cells	CD4Tconv	CD4Tn	CD27	-0.69	34.6	4.14e-46
0	Immune cells	CD4Tconv	CD4Tn	CD40LG	0.61	21.0	4.34e-46
0	Immune cells	CD4Tconv	CD4Tn	RGS1	-0.63	43.8	6.07e-46
0	Immune cells	CD4Tconv	CD4Tn	HAVCR2	-0.89	2.1	1.75e-45
0	Immune cells	CD4Tconv	CD4Tn	CREM	-0.89	13.6	3.58e-45
0	Immune cells	CD4Tconv	CD4Tn	PARK7	-0.54	33.0	1.1e-44
0	Immune cells	CD4Tconv	CD4Tn	RPL35	0.31	95.7	1.25e-44
0	Immune cells	CD4Tconv	CD4Tn	FOS	0.66	59.3	1.96e-44
0	Immune cells	CD4Tconv	CD4Tn	UBE2L6	-0.62	19.7	3.05e-44
0	Immune cells	CD4Tconv	CD4Tn	TNFRSF4	-1.42	17.9	5.83e-44
0	Immune cells	CD4Tconv	CD4Tn	CXCR4	0.37	71.8	1.14e-43
0	Immune cells	CD4Tconv	CD4Tn	SUB1	-0.46	52.5	1.41e-43
0	Immune cells	CD4Tconv	CD4Tn	RPL22	0.4	84.0	5.05e-43
0	Immune cells	CD4Tconv	CD4Tn	SAT1	-0.77	35.6	8.4e-43
0	Immune cells	CD4Tconv	CD4Tn	TNFRSF9	-0.88	0.9	9.31e-43
0	Immune cells	CD4Tconv	CD4Tn	RPL29	0.34	93.0	1.32e-42
0	Immune cells	CD4Tconv	CD4Tn	IL32	-0.54	92.7	1.44e-42
0	Immune cells	CD4Tconv	CD4Tn	RPS7	0.3	93.3	3.3e-42
0	Immune cells	CD4Tconv	CD4Tn	ACP5	-0.72	4.6	3.47e-42
0	Immune cells	CD4Tconv	CD4Tn	STAT1	-0.68	16.0	3.72e-42
0	Immune cells	CD4Tconv	CD4Tn	CD8A	-0.96	2.7	4.08e-42
0	Immune cells	CD4Tconv	CD4Tn	IL2RG	-0.45	53.1	2.11e-41
0	Immune cells	CD4Tconv	CD4Tn	GZMH	-1.18	1.4	3.02e-41
0	Immune cells	CD4Tconv	CD4Tn	PTTG1	-0.61	7.5	4.5e-41
0	Immune cells	CD4Tconv	CD4Tn	PGAM1	-0.61	21.9	6.26e-41
0	Immune cells	CD4Tconv	CD4Tn	SYNGR2	-0.71	11.3	9.96e-41
0	Immune cells	CD4Tconv	CD4Tn	OASL	-0.69	7.5	1.14e-40
0	Immune cells	CD4Tconv	CD4Tn	PHLDA1	-0.73	4.2	2.3e-40
0	Immune cells	CD4Tconv	CD4Tn	CTSC	-0.62	18.4	6.87e-40
0	Immune cells	CD4Tconv	CD4Tn	IFI35	-0.6	6.9	1.86e-39
0	Immune cells	CD4Tconv	CD4Tn	ARPC2	-0.4	61.0	7.39e-39
0	Immune cells	CD4Tconv	CD4Tn	PSMB8	-0.49	33.0	1.27e-38
0	Immune cells	CD4Tconv	CD4Tn	LDHA	-0.54	45.6	3.15e-38
0	Immune cells	CD4Tconv	CD4Tn	TNFRSF1B	-0.6	12.4	3.92e-38
0	Immune cells	CD4Tconv	CD4Tn	SIRPG	-0.6	9.2	4.23e-38
0	Immune cells	CD4Tconv	CD4Tn	SH2D2A	-0.59	15.8	4.32e-38
0	Immune cells	CD4Tconv	CD4Tn	HLA-DMA	-0.62	1.8	6.28e-38
0	Immune cells	CD4Tconv	CD4Tn	PLAC8	0.48	22.4	7.83e-38
0	Immune cells	CD4Tconv	CD4Tn	RPL8	0.28	94.5	2.53e-37
0	Immune cells	CD4Tconv	CD4Tn	GNLY	-1.99	6.1	4.87e-37
0	Immune cells	CD4Tconv	CD4Tn	DYNLL1	-0.51	37.2	7.7e-37
0	Immune cells	CD4Tconv	CD4Tn	USP18	-0.65	1.1	8.38e-37
0	Immune cells	CD4Tconv	CD4Tn	RPLP0	0.38	85.3	1.56e-36
0	Immune cells	CD4Tconv	CD4Tn	RPS9	0.28	95.3	2.27e-36
0	Immune cells	CD4Tconv	CD4Tn	IL2RB	-0.54	8.7	6.67e-36
0	Immune cells	CD4Tconv	CD4Tn	GIMAP7	0.48	63.7	7.74e-36
0	Immune cells	CD4Tconv	CD4Tn	DNPH1	-0.55	18.0	1.28e-35
0	Immune cells	CD4Tconv	CD4Tn	RPL37	0.37	89.5	1.06e-34
0	Immune cells	CD4Tconv	CD4Tn	ENO1	-0.56	42.8	1.51e-34
0	Immune cells	CD4Tconv	CD4Tn	PLSCR1	-0.64	6.0	2.27e-34
0	Immune cells	CD4Tconv	CD4Tn	POMP	-0.42	30.5	3.02e-34
0	Immune cells	CD4Tconv	CD4Tn	IL2RA	-0.94	3.7	3.04e-34
0	Immune cells	CD4Tconv	CD4Tn	HNRNPK	-0.39	51.8	3.26e-34
0	Immune cells	CD4Tconv	CD4Tn	RPL5	0.37	81.9	7.85e-34
0	Immune cells	CD4Tconv	CD4Tn	PMAIP1	-0.64	7.7	9.79e-34
0	Immune cells	CD4Tconv	CD4Tn	ICOS	-0.67	7.3	9.79e-34
0	Immune cells	CD4Tconv	CD4Tn	RPL27	0.31	88.5	1.02e-33
0	Immune cells	CD4Tconv	CD4Tn	HSPB1	-0.64	16.2	1.2e-33
0	Immune cells	CD4Tconv	CD4Tn	DRAP1	-0.46	32.3	1.23e-33
0	Immune cells	CD4Tconv	CD4Tn	GBP2	-0.55	18.0	1.69e-33
0	Immune cells	CD4Tconv	CD4Tn	GPR183	0.48	47.8	1.9e-33
0	Immune cells	CD4Tconv	CD4Tn	FAU	0.26	95.3	2.27e-33
0	Immune cells	CD4Tconv	CD4Tn	FOXP3	-0.55	1.2	2.41e-33
0	Immune cells	CD4Tconv	CD4Tn	MT-ND2	0.38	88.2	1.06e-32
0	Immune cells	CD4Tconv	CD4Tn	SUMO2	-0.41	50.2	1.14e-32
0	Immune cells	CD4Tconv	CD4Tn	AC017002.1	-0.6	0.2	1.4e-32
0	Immune cells	CD4Tconv	CD4Tn	CCL3	-1.88	1.2	1.87e-32
0	Immune cells	CD4Tconv	CD4Tn	IFIT3	-0.95	3.6	2.51e-32
0	Immune cells	CD4Tconv	CD4Tn	SPATS2L	-0.59	3.5	3.89e-32
0	Immune cells	CD4Tconv	CD4Tn	HLA-DQA1	-0.64	0.8	4.49e-32
0	Immune cells	CD4Tconv	CD4Tn	HSPA8	-0.43	51.9	6.45e-32
0	Immune cells	CD4Tconv	CD4Tn	ENTPD1	-0.58	0.7	7.72e-32
0	Immune cells	CD4Tconv	CD4Tn	FABP5	-0.72	4.1	9.45e-32
0	Immune cells	CD4Tconv	CD4Tn	PDIA6	-0.47	18.4	1.18e-31
0	Immune cells	CD4Tconv	CD4Tn	CD3D	-0.33	81.9	1.3e-31
0	Immune cells	CD4Tconv	CD4Tn	CD63	-0.58	21.9	1.38e-31
0	Immune cells	CD4Tconv	CD4Tn	LGALS1	-0.8	18.1	1.59e-31
0	Immune cells	CD4Tconv	CD4Tn	HN1	-0.5	15.1	2.79e-31
0	Immune cells	CD4Tconv	CD4Tn	HLA-DQB1	-0.67	3.2	3.35e-31
0	Immune cells	CD4Tconv	CD4Tn	CFL1	-0.27	85.5	4.77e-31
0	Immune cells	CD4Tconv	CD4Tn	IRF7	-0.54	9.6	5.11e-31
0	Immune cells	CD4Tconv	CD4Tn	IFIT1	-0.75	3.6	5.22e-31
0	Immune cells	CD4Tconv	CD4Tn	PSMA2	-0.45	27.0	6.08e-31
0	Immune cells	CD4Tconv	CD4Tn	LSP1	-0.43	44.5	6.12e-31
0	Immune cells	CD4Tconv	CD4Tn	DNAJA1	-0.46	26.3	1.07e-30
0	Immune cells	CD4Tconv	CD4Tn	KLRB1	0.53	40.7	1.08e-30
0	Immune cells	CD4Tconv	CD4Tn	LAYN	-0.5	0.1	1.88e-30
0	Immune cells	CD4Tconv	CD4Tn	MT-ND3	0.38	88.4	3.22e-30
0	Immune cells	CD4Tconv	CD4Tn	PSME2	-0.43	47.8	3.37e-30
0	Immune cells	CD4Tconv	CD4Tn	SLA	-0.5	14.9	3.72e-30
0	Immune cells	CD4Tconv	CD4Tn	SAMD9L	-0.51	7.0	3.73e-30
0	Immune cells	CD4Tconv	CD4Tn	CALM2	-0.36	59.4	5.56e-30
0	Immune cells	CD4Tconv	CD4Tn	LYST	-0.51	4.0	5.78e-30
0	Immune cells	CD4Tconv	CD4Tn	IFI44L	-0.6	13.9	8.56e-30
0	Immune cells	CD4Tconv	CD4Tn	RPS10	0.36	82.7	1.05e-29
0	Immune cells	CD4Tconv	CD4Tn	CD8B	-0.73	4.0	1.19e-29
0	Immune cells	CD4Tconv	CD4Tn	CTSD	-0.55	12.2	1.44e-29
0	Immune cells	CD4Tconv	CD4Tn	CALM3	-0.44	27.0	2.34e-29
0	Immune cells	CD4Tconv	CD4Tn	TANK	-0.45	13.6	3.02e-29
0	Immune cells	CD4Tconv	CD4Tn	IFI16	-0.46	39.3	4.08e-29
0	Immune cells	CD4Tconv	CD4Tn	PFN1	-0.28	97.1	5.08e-29
0	Immune cells	CD4Tconv	CD4Tn	PSMA4	-0.41	24.3	5.56e-29
0	Immune cells	CD4Tconv	CD4Tn	RPL7A	0.32	85.9	1.04e-28
0	Immune cells	CD4Tconv	CD4Tn	ID3	-0.65	5.9	1.08e-28
0	Immune cells	CD4Tconv	CD4Tn	PTMS	-0.53	1.9	1.29e-28
0	Immune cells	CD4Tconv	CD4Tn	IFI27L2	-0.44	12.4	1.5e-28
0	Immune cells	CD4Tconv	CD4Tn	SOX4	-0.58	0.2	2.04e-28
0	Immune cells	CD4Tconv	CD4Tn	PGK1	-0.44	33.4	2.55e-28
0	Immune cells	CD4Tconv	CD4Tn	HERC5	-0.55	3.4	3.21e-28
0	Immune cells	CD4Tconv	CD4Tn	RPL4	0.34	81.0	7.64e-28
0	Immune cells	CD4Tconv	CD4Tn	GBP1	-0.55	11.6	9.07e-28
0	Immune cells	CD4Tconv	CD4Tn	TBC1D4	-0.51	4.7	1.42e-27
0	Immune cells	CD4Tconv	CD4Tn	PSMB3	-0.37	35.5	1.52e-27
0	Immune cells	CD4Tconv	CD4Tn	MTHFD2	-0.44	6.0	1.59e-27
0	Immune cells	CD4Tconv	CD4Tn	CHMP5	-0.39	13.8	1.86e-27
0	Immune cells	CD4Tconv	CD4Tn	RHOA	-0.39	28.2	2.81e-27
0	Immune cells	CD4Tconv	CD4Tn	TXNDC17	-0.41	9.8	8.84e-27
0	Immune cells	CD4Tconv	CD4Tn	YWHAE	-0.38	15.1	1.11e-26
0	Immune cells	CD4Tconv	CD4Tn	ANXA5	-0.46	18.1	1.27e-26
0	Immune cells	CD4Tconv	CD4Tn	CKS2	-0.51	2.6	1.37e-26
0	Immune cells	CD4Tconv	CD4Tn	KLRD1	-0.79	2.4	3.03e-26
0	Immune cells	CD4Tconv	CD4Tn	SERPINB9	-0.53	9.3	3.42e-26
0	Immune cells	CD4Tconv	CD4Tn	RPS5	0.33	83.4	3.95e-26
0	Immune cells	CD4Tconv	CD4Tn	ACTG1	-0.32	78.5	5.23e-26
0	Immune cells	CD4Tconv	CD4Tn	TAP1	-0.41	23.7	5.84e-26
0	Immune cells	CD4Tconv	CD4Tn	TOX	-0.47	2.0	7.99e-26
0	Immune cells	CD4Tconv	CD4Tn	CD2	-0.28	80.6	1.11e-25
0	Immune cells	CD4Tconv	CD4Tn	EZR	-0.44	21.8	1.16e-25
0	Immune cells	CD4Tconv	CD4Tn	ABI3	-0.48	6.6	1.55e-25
0	Immune cells	CD4Tconv	CD4Tn	MAGEH1	-0.53	3.3	2.06e-25
0	Immune cells	CD4Tconv	CD4Tn	GNG5	-0.37	26.4	2.83e-25
0	Immune cells	CD4Tconv	CD4Tn	CTSW	-0.77	11.5	2.92e-25
0	Immune cells	CD4Tconv	CD4Tn	PDCD1	-0.53	6.8	3.3e-25
0	Immune cells	CD4Tconv	CD4Tn	RAB27A	-0.41	8.7	5.33e-25
0	Immune cells	CD4Tconv	CD4Tn	VCP	-0.35	12.8	6.23e-25
0	Immune cells	CD4Tconv	CD4Tn	SRP14	-0.27	64.6	7.44e-25
0	Immune cells	CD4Tconv	CD4Tn	ATP5G3	-0.39	25.9	8.82e-25
0	Immune cells	CD4Tconv	CD4Tn	PSMA7	-0.36	42.4	1.11e-24
0	Immune cells	CD4Tconv	CD4Tn	DDIT4	-0.47	23.3	1.11e-24
0	Immune cells	CD4Tconv	CD4Tn	MCL1	-0.38	25.9	1.16e-24
0	Immune cells	CD4Tconv	CD4Tn	CFLAR	-0.4	15.7	1.24e-24
0	Immune cells	CD4Tconv	CD4Tn	RHOC	-0.38	10.1	1.27e-24
0	Immune cells	CD4Tconv	CD4Tn	SOCS1	-0.44	14.8	1.33e-24
0	Immune cells	CD4Tconv	CD4Tn	TXNIP	0.39	62.7	1.34e-24
0	Immune cells	CD4Tconv	CD4Tn	RPL24	0.26	89.2	1.75e-24
0	Immune cells	CD4Tconv	CD4Tn	COX17	-0.38	20.3	2.05e-24
0	Immune cells	CD4Tconv	CD4Tn	SAMD9	-0.46	14.9	2.16e-24
0	Immune cells	CD4Tconv	CD4Tn	SAMSN1	-0.43	25.4	2.55e-24
0	Immune cells	CD4Tconv	CD4Tn	CLIC1	-0.31	61.5	3.81e-24
0	Immune cells	CD4Tconv	CD4Tn	CCND2	-0.42	12.3	4.12e-24
0	Immune cells	CD4Tconv	CD4Tn	NRBP1	-0.37	7.8	4.27e-24
0	Immune cells	CD4Tconv	CD4Tn	UBC	-0.29	74.6	4.46e-24
0	Immune cells	CD4Tconv	CD4Tn	ICA1	-0.53	1.7	4.78e-24
0	Immune cells	CD4Tconv	CD4Tn	ETV7	-0.4	0.9	4.84e-24
0	Immune cells	CD4Tconv	CD4Tn	TRAC	-0.29	91.2	5.73e-24
0	Immune cells	CD4Tconv	CD4Tn	IL1R2	-0.47	0.1	8.14e-24
0	Immune cells	CD4Tconv	CD4Tn	UBE2A	-0.36	6.8	8.35e-24
0	Immune cells	CD4Tconv	CD4Tn	SHFM1	-0.34	30.1	9.34e-24
0	Immune cells	CD4Tconv	CD4Tn	COPZ1	-0.35	11.9	1.06e-23
0	Immune cells	CD4Tconv	CD4Tn	COX8A	-0.35	31.1	1.17e-23
0	Immune cells	CD4Tconv	CD4Tn	RTKN2	-0.51	2.1	1.54e-23
0	Immune cells	CD4Tconv	CD4Tn	GBP5	-0.42	7.3	1.58e-23
0	Immune cells	CD4Tconv	CD4Tn	COTL1	-0.42	39.8	1.74e-23
0	Immune cells	CD4Tconv	CD4Tn	MRPS6	-0.37	12.5	1.85e-23
0	Immune cells	CD4Tconv	CD4Tn	PFDN5	0.29	85.0	1.89e-23
0	Immune cells	CD4Tconv	CD4Tn	BTG3	-0.36	3.6	2.15e-23
0	Immune cells	CD4Tconv	CD4Tn	EEF1B2	0.42	60.8	2.4e-23
0	Immune cells	CD4Tconv	CD4Tn	GCNT1	-0.39	0.3	2.54e-23
0	Immune cells	CD4Tconv	CD4Tn	GADD45A	-0.44	1.5	3.08e-23
0	Immune cells	CD4Tconv	CD4Tn	TIMP1	0.41	27.2	3.21e-23
0	Immune cells	CD4Tconv	CD4Tn	PSMB2	-0.34	15.5	3.65e-23
0	Immune cells	CD4Tconv	CD4Tn	CSF1	-0.45	2.9	4.46e-23
0	Immune cells	CD4Tconv	CD4Tn	RPSA	0.3	83.5	5.35e-23
0	Immune cells	CD4Tconv	CD4Tn	GALM	-0.39	11.2	5.49e-23
0	Immune cells	CD4Tconv	CD4Tn	NINJ1	-0.42	5.5	6.89e-23
0	Immune cells	CD4Tconv	CD4Tn	UCP2	-0.41	18.0	8.95e-23
0	Immune cells	CD4Tconv	CD4Tn	HERPUD1	-0.42	18.5	1.3e-22
0	Immune cells	CD4Tconv	CD4Tn	AC002331.1	-0.46	0.9	1.49e-22
0	Immune cells	CD4Tconv	CD4Tn	PRKAR1A	-0.34	16.2	2.73e-22
0	Immune cells	CD4Tconv	CD4Tn	APOBEC3C	-0.39	12.3	2.79e-22
0	Immune cells	CD4Tconv	CD4Tn	UBE2L3	-0.35	23.5	2.8e-22
0	Immune cells	CD4Tconv	CD4Tn	CCL5	-0.85	44.1	2.95e-22
0	Immune cells	CD4Tconv	CD4Tn	ARPP19	-0.36	9.0	3.85e-22
0	Immune cells	CD4Tconv	CD4Tn	PSMA1	-0.34	21.4	4.02e-22
0	Immune cells	CD4Tconv	CD4Tn	IFNG	-0.66	2.8	4.35e-22
0	Immune cells	CD4Tconv	CD4Tn	ATP5B	-0.34	25.4	4.49e-22
0	Immune cells	CD4Tconv	CD4Tn	NAMPT	-0.4	4.6	4.71e-22
0	Immune cells	CD4Tconv	CD4Tn	MT-ND1	0.31	77.3	5.89e-22
0	Immune cells	CD4Tconv	CD4Tn	RANBP1	-0.4	24.7	7.14e-22
0	Immune cells	CD4Tconv	CD4Tn	PPP1CA	-0.34	36.8	7.25e-22
0	Immune cells	CD4Tconv	CD4Tn	ARPC3	-0.3	51.6	1.11e-21
0	Immune cells	CD4Tconv	CD4Tn	PHPT1	-0.34	12.9	1.32e-21
0	Immune cells	CD4Tconv	CD4Tn	RHBDD2	-0.35	6.3	1.46e-21
0	Immune cells	CD4Tconv	CD4Tn	SMS	-0.42	7.5	1.47e-21
0	Immune cells	CD4Tconv	CD4Tn	IFI44	-0.37	10.5	1.47e-21
0	Immune cells	CD4Tconv	CD4Tn	YWHAH	-0.38	12.5	1.62e-21
0	Immune cells	CD4Tconv	CD4Tn	LAIR2	-0.43	1.7	1.73e-21
0	Immune cells	CD4Tconv	CD4Tn	RPL37A	0.29	88.7	2.05e-21
0	Immune cells	CD4Tconv	CD4Tn	NT5C3A	-0.49	9.0	2.17e-21
0	Immune cells	CD4Tconv	CD4Tn	ATP5A1	-0.35	24.0	2.34e-21
0	Immune cells	CD4Tconv	CD4Tn	KLRC1	-0.83	1.9	2.58e-21
