Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
15	Immune cells	Tprolif	Tprolif	SOD1	0.44	100.0	8.79e-49
15	Immune cells	Tprolif	Tprolif	IFI16	0.51	97.8	1.11e-48
15	Immune cells	Tprolif	Tprolif	TRAV12-3	0.38	80.9	1.27e-48
15	Immune cells	Tprolif	Tprolif	LAG3	0.57	90.4	1.36e-48
15	Immune cells	Tprolif	Tprolif	TACC3	0.33	91.4	2.71e-48
15	Immune cells	Tprolif	Tprolif	RAB27A	0.39	95.9	5.13e-48
15	Immune cells	Tprolif	Tprolif	H3F3A	0.37	100.0	5.96e-48
15	Immune cells	Tprolif	Tprolif	WDR76	0.35	86.9	6.16e-48
15	Immune cells	Tprolif	Tprolif	TNFRSF18	0.56	86.0	8.64e-48
15	Immune cells	Tprolif	Tprolif	CKAP5	0.27	86.6	2.24e-47
15	Immune cells	Tprolif	Tprolif	FKBP3	0.3	92.4	5.87e-47
15	Immune cells	Tprolif	Tprolif	JUNB	-1.27	94.6	2.47e-46
15	Immune cells	Tprolif	Tprolif	PPP1CC	0.46	97.8	2.63e-46
15	Immune cells	Tprolif	Tprolif	RFC2	0.32	89.2	3.46e-46
15	Immune cells	Tprolif	Tprolif	LYRM4	0.26	91.1	4.11e-46
15	Immune cells	Tprolif	Tprolif	SET	0.4	98.1	7.6e-46
15	Immune cells	Tprolif	Tprolif	UBE2S	0.26	86.6	8.31e-46
15	Immune cells	Tprolif	Tprolif	CCDC50	0.31	87.9	8.73e-46
15	Immune cells	Tprolif	Tprolif	NRM	0.27	87.9	1.14e-45
15	Immune cells	Tprolif	Tprolif	RBBP8	0.28	86.6	1.86e-45
15	Immune cells	Tprolif	Tprolif	UNG	0.33	88.2	2.16e-45
15	Immune cells	Tprolif	Tprolif	BTG3	0.28	93.0	3.26e-45
15	Immune cells	Tprolif	Tprolif	LTB	-1.03	89.2	4.53e-45
15	Immune cells	Tprolif	Tprolif	CCT6A	0.33	96.8	8.08e-45
15	Immune cells	Tprolif	Tprolif	DDB2	0.25	90.4	1.42e-44
15	Immune cells	Tprolif	Tprolif	OASL	0.29	89.8	1.72e-44
15	Immune cells	Tprolif	Tprolif	POLD2	0.27	89.5	5.17e-44
15	Immune cells	Tprolif	Tprolif	HIST1H1C	0.26	89.8	6.6e-44
15	Immune cells	Tprolif	Tprolif	LSP1	0.42	100.0	7.46e-44
15	Immune cells	Tprolif	Tprolif	TMEM14C	0.35	93.0	1.1e-43
15	Immune cells	Tprolif	Tprolif	XCL2	0.47	83.4	1.25e-43
15	Immune cells	Tprolif	Tprolif	ATP5G1	0.42	95.2	1.77e-43
15	Immune cells	Tprolif	Tprolif	RPS18	-0.35	100.0	3.6e-43
15	Immune cells	Tprolif	Tprolif	PRDX1	0.57	96.5	4.22e-43
15	Immune cells	Tprolif	Tprolif	IFI35	0.31	92.7	5.22e-43
15	Immune cells	Tprolif	Tprolif	NAA38	0.36	95.5	7.53e-43
15	Immune cells	Tprolif	Tprolif	GYG1	0.3	91.4	7.76e-43
15	Immune cells	Tprolif	Tprolif	EIF2AK2	0.26	93.0	2.93e-42
15	Immune cells	Tprolif	Tprolif	GZMB	0.98	86.3	3.21e-42
15	Immune cells	Tprolif	Tprolif	SPN	0.29	93.0	4.67e-42
15	Immune cells	Tprolif	Tprolif	MYO1G	0.27	93.6	4.73e-42
15	Immune cells	Tprolif	Tprolif	BAZ1B	0.27	92.7	6.5e-42
15	Immune cells	Tprolif	Tprolif	LCP1	0.46	100.0	9.43e-42
15	Immune cells	Tprolif	Tprolif	UCP2	0.47	99.7	9.7e-42
15	Immune cells	Tprolif	Tprolif	RP11-291B21.2	0.38	84.7	1.34e-41
15	Immune cells	Tprolif	Tprolif	SERPINB1	0.37	97.1	4.07e-41
15	Immune cells	Tprolif	Tprolif	FOS	-1.75	90.1	5.1e-41
15	Immune cells	Tprolif	Tprolif	HMGA1	0.4	96.8	5.77e-41
15	Immune cells	Tprolif	Tprolif	NDC80	0.34	87.6	9.67e-41
15	Immune cells	Tprolif	Tprolif	ODC1	0.32	93.6	2.31e-40
15	Immune cells	Tprolif	Tprolif	TYMP	0.31	93.0	3.95e-40
15	Immune cells	Tprolif	Tprolif	EIF5A	0.44	98.1	6.95e-40
15	Immune cells	Tprolif	Tprolif	RPS6	-0.35	100.0	6.97e-40
15	Immune cells	Tprolif	Tprolif	CTSC	0.42	97.8	8.43e-40
15	Immune cells	Tprolif	Tprolif	JUN	-1.14	95.2	2.26e-39
15	Immune cells	Tprolif	Tprolif	ACTN4	0.33	93.9	3.41e-39
15	Immune cells	Tprolif	Tprolif	GSTP1	0.48	98.1	1.44e-38
15	Immune cells	Tprolif	Tprolif	C9orf16	0.43	99.4	2.58e-38
15	Immune cells	Tprolif	Tprolif	NME2	0.39	95.5	3.48e-38
15	Immune cells	Tprolif	Tprolif	SDF2L1	0.28	93.6	7.09e-38
15	Immune cells	Tprolif	Tprolif	PHPT1	0.28	92.7	7.68e-38
15	Immune cells	Tprolif	Tprolif	CD63	0.42	93.6	1.08e-37
15	Immune cells	Tprolif	Tprolif	EIF3A	0.31	95.9	1.15e-37
15	Immune cells	Tprolif	Tprolif	PTPN7	0.32	96.8	2.06e-37
15	Immune cells	Tprolif	Tprolif	ITGB1	0.43	97.8	2.27e-37
15	Immune cells	Tprolif	Tprolif	HSPD1	0.37	97.1	1.38e-36
15	Immune cells	Tprolif	Tprolif	SPTAN1	0.26	95.9	3.91e-36
15	Immune cells	Tprolif	Tprolif	IFI6	0.37	94.3	8.16e-36
15	Immune cells	Tprolif	Tprolif	SAC3D1	0.25	86.0	1.38e-35
15	Immune cells	Tprolif	Tprolif	CTSB	0.32	92.4	1.39e-35
15	Immune cells	Tprolif	Tprolif	NPW	0.3	82.2	5.5e-35
15	Immune cells	Tprolif	Tprolif	PRF1	0.28	92.7	1e-34
15	Immune cells	Tprolif	Tprolif	CKLF	0.28	93.9	1.63e-34
15	Immune cells	Tprolif	Tprolif	CXCR4	-0.57	99.0	2.82e-34
15	Immune cells	Tprolif	Tprolif	APOBEC3G	0.34	96.8	2.85e-34
15	Immune cells	Tprolif	Tprolif	S100A4	0.5	100.0	3.51e-34
15	Immune cells	Tprolif	Tprolif	LY6E	0.46	99.4	9.33e-34
15	Immune cells	Tprolif	Tprolif	MT-CO3	-0.39	99.7	3.97e-33
15	Immune cells	Tprolif	Tprolif	NHP2	0.33	95.5	4.82e-33
15	Immune cells	Tprolif	Tprolif	IQGAP1	0.3	98.4	5.19e-32
15	Immune cells	Tprolif	Tprolif	RPS27L	0.36	99.0	2.94e-31
15	Immune cells	Tprolif	Tprolif	ALDOA	0.36	99.7	3.37e-31
15	Immune cells	Tprolif	Tprolif	NUCB2	0.31	94.6	8.05e-31
15	Immune cells	Tprolif	Tprolif	TIGIT	0.31	95.9	1.15e-30
15	Immune cells	Tprolif	Tprolif	MT-CO1	-0.3	100.0	1.23e-30
15	Immune cells	Tprolif	Tprolif	ANXA2	0.39	94.6	4.1e-30
15	Immune cells	Tprolif	Tprolif	IFITM1	-0.44	98.1	8.71e-30
15	Immune cells	Tprolif	Tprolif	BAX	0.28	97.5	4.27e-29
15	Immune cells	Tprolif	Tprolif	DNAJB1	-1.02	95.5	1.92e-28
15	Immune cells	Tprolif	Tprolif	SELL	-1.0	86.6	3.59e-28
15	Immune cells	Tprolif	Tprolif	VIM	0.47	98.7	1.33e-27
15	Immune cells	Tprolif	Tprolif	BST2	0.3	98.4	1.37e-27
15	Immune cells	Tprolif	Tprolif	SEC11C	0.26	95.2	1.75e-27
15	Immune cells	Tprolif	Tprolif	CCND2	0.26	91.1	5.95e-27
15	Immune cells	Tprolif	Tprolif	TAP1	0.28	98.1	5.06e-26
15	Immune cells	Tprolif	Tprolif	CALR	0.39	98.7	1.83e-24
15	Immune cells	Tprolif	Tprolif	HSPA8	0.26	100.0	2.75e-24
15	Immune cells	Tprolif	Tprolif	GNAS	0.29	97.1	1.92e-22
15	Immune cells	Tprolif	Tprolif	CLEC2D	0.28	97.8	2.63e-22
15	Immune cells	Tprolif	Tprolif	EZR	0.25	98.4	3.44e-22
15	Immune cells	Tprolif	Tprolif	PGK1	0.32	99.0	8.76e-22
15	Immune cells	Tprolif	Tprolif	NKG7	0.35	92.7	2.23e-21
15	Immune cells	Tprolif	Tprolif	CD8A	0.4	91.1	2.28e-21
15	Immune cells	Tprolif	Tprolif	NR3C1	0.29	96.5	2.74e-21
15	Immune cells	Tprolif	Tprolif	IGKV1-5	-0.27	56.7	6.75e-21
15	Immune cells	Tprolif	Tprolif	NFKBIA	-0.53	98.4	2.07e-20
15	Immune cells	Tprolif	Tprolif	NPM1	0.3	100.0	2.32e-20
15	Immune cells	Tprolif	Tprolif	CCR7	-0.86	84.7	7.44e-20
15	Immune cells	Tprolif	Tprolif	TNFRSF4	0.29	86.3	1.09e-19
15	Immune cells	Tprolif	Tprolif	FLNA	0.25	96.8	1.3e-19
15	Immune cells	Tprolif	Tprolif	TRBV19	-0.29	80.9	2.39e-19
15	Immune cells	Tprolif	Tprolif	S100A6	0.35	99.7	1.3e-18
15	Immune cells	Tprolif	Tprolif	ZYX	0.29	97.5	1.65e-17
15	Immune cells	Tprolif	Tprolif	NCL	0.28	96.8	2.11e-17
15	Immune cells	Tprolif	Tprolif	CCL4	0.39	92.0	3.35e-17
15	Immune cells	Tprolif	Tprolif	TNFSF8	-0.49	86.3	4.06e-17
15	Immune cells	Tprolif	Tprolif	TXK	-0.5	80.6	4.25e-15
15	Immune cells	Tprolif	Tprolif	IFITM2	-0.36	96.8	6.32e-15
15	Immune cells	Tprolif	Tprolif	HSPA6	-0.4	81.8	7.54e-15
15	Immune cells	Tprolif	Tprolif	ALOX5AP	0.4	95.2	1.25e-14
15	Immune cells	Tprolif	Tprolif	HIST1H4C	0.98	97.1	2.39e-14
15	Immune cells	Tprolif	Tprolif	TRBV30	0.41	79.9	4.58e-14
15	Immune cells	Tprolif	Tprolif	HSP90AB1	0.34	98.4	1.91e-13
15	Immune cells	Tprolif	Tprolif	MIF	0.28	100.0	5.87e-13
15	Immune cells	Tprolif	Tprolif	CTSW	0.28	92.7	2e-12
15	Immune cells	Tprolif	Tprolif	GPR183	-0.76	82.2	1.56e-11
15	Immune cells	Tprolif	Tprolif	ZFP36	-0.62	96.5	3.19e-11
15	Immune cells	Tprolif	Tprolif	TRBV7-2	-0.29	80.6	1.69e-10
15	Immune cells	Tprolif	Tprolif	KLRG1	-0.34	84.4	3.08e-10
15	Immune cells	Tprolif	Tprolif	GZMA	0.38	92.0	3.84e-10
15	Immune cells	Tprolif	Tprolif	TNFAIP3	-0.41	96.8	3.36e-09
15	Immune cells	Tprolif	Tprolif	GZMK	-1.28	91.1	6.75e-09
15	Immune cells	Tprolif	Tprolif	BTG2	-0.76	86.6	1.32e-08
15	Immune cells	Tprolif	Tprolif	AREG	-0.26	82.5	2.65e-08
15	Immune cells	Tprolif	Tprolif	C10orf54	-0.46	86.6	4.01e-08
15	Immune cells	Tprolif	Tprolif	FCMR	-0.48	91.1	9.26e-08
15	Immune cells	Tprolif	Tprolif	KLF3	-0.42	82.2	1.05e-07
15	Immune cells	Tprolif	Tprolif	LINC00861	-0.56	86.9	2.17e-06
15	Immune cells	Tprolif	Tprolif	TCF7	-0.52	85.4	4.56e-06
15	Immune cells	Tprolif	Tprolif	LINC00402	-0.28	77.7	6.1e-06
15	Immune cells	Tprolif	Tprolif	BIRC3	-0.5	91.1	6.3e-06
16	Immune cells	CD8T	CD8Tem	FN1	0.45	67.7	9.17e-87
16	Immune cells	CD8T	CD8Tem	XCL1	2.3	94.9	5.48e-86
16	Immune cells	CD8T	CD8Tem	KLRC3	1.11	88.0	9.9e-64
16	Immune cells	CD8T	CD8Tem	ZNF683	1.48	94.3	1.93e-62
16	Immune cells	CD8T	CD8Tem	CD7	1.39	98.7	3.44e-62
16	Immune cells	CD8T	CD8Tem	KLRD1	1.23	93.0	3.31e-60
16	Immune cells	CD8T	CD8Tem	SYNGR1	0.36	82.3	8.4e-57
16	Immune cells	CD8T	CD8Tem	CTSW	1.08	98.7	6.45e-53
16	Immune cells	CD8T	CD8Tem	MATK	0.94	96.2	1.06e-52
16	Immune cells	CD8T	CD8Tem	TRDV2	0.48	74.7	2.01e-52
16	Immune cells	CD8T	CD8Tem	FCER1G	0.43	75.9	4.64e-52
16	Immune cells	CD8T	CD8Tem	IFITM2	0.91	99.4	2.37e-51
16	Immune cells	CD8T	CD8Tem	IFITM3	1.06	98.1	6.83e-44
16	Immune cells	CD8T	CD8Tem	NCR3	0.72	84.8	1.5e-42
16	Immune cells	CD8T	CD8Tem	KLRC2	0.32	75.3	2.01e-42
16	Immune cells	CD8T	CD8Tem	GCSAM	0.53	81.0	2.02e-42
16	Immune cells	CD8T	CD8Tem	XCL2	1.03	86.1	7.33e-42
16	Immune cells	CD8T	CD8Tem	TRGC1	0.41	80.4	3.78e-41
16	Immune cells	CD8T	CD8Tem	LYN	0.27	75.9	7.19e-40
16	Immune cells	CD8T	CD8Tem	TRDC	1.15	81.0	2.04e-38
16	Immune cells	CD8T	CD8Tem	IGFBP7	0.51	25.9	1.86e-34
16	Immune cells	CD8T	CD8Tem	TRGV9	0.64	80.4	6.01e-34
16	Immune cells	CD8T	CD8Tem	TRGV3	0.92	82.9	1.33e-33
16	Immune cells	CD8T	CD8Tem	NUCB2	0.73	93.0	1.67e-33
16	Immune cells	CD8T	CD8Tem	KIR3DL2	0.51	77.8	1.65e-32
16	Immune cells	CD8T	CD8Tem	MS4A1	0.27	79.7	1.24e-30
16	Immune cells	CD8T	CD8Tem	TRGC2	0.57	81.6	2.8e-30
16	Immune cells	CD8T	CD8Tem	TRG-AS1	0.68	89.9	7.11e-30
16	Immune cells	CD8T	CD8Tem	CD9	0.42	80.4	5.48e-29
16	Immune cells	CD8T	CD8Tem	IFITM1	0.63	98.1	1.16e-28
16	Immune cells	CD8T	CD8Tem	NINJ1	0.52	86.1	8.66e-28
16	Immune cells	CD8T	CD8Tem	SKAP2	0.34	82.3	7.57e-27
16	Immune cells	CD8T	CD8Tem	BZW2	0.28	82.3	9.07e-25
16	Immune cells	CD8T	CD8Tem	TXK	0.46	88.6	1.54e-24
16	Immune cells	CD8T	CD8Tem	IL2RB	0.54	91.8	1.3e-23
16	Immune cells	CD8T	CD8Tem	ID3	0.81	81.0	5.14e-23
16	Immune cells	CD8T	CD8Tem	VAV3	0.26	78.5	6.54e-23
16	Immune cells	CD8T	CD8Tem	TRBV10-3	0.42	74.7	9.71e-23
16	Immune cells	CD8T	CD8Tem	AC092580.4	0.41	84.2	1.88e-22
16	Immune cells	CD8T	CD8Tem	TYROBP	0.76	77.2	1.11e-21
16	Immune cells	CD8T	CD8Tem	PTGDR	0.38	79.7	1.47e-21
16	Immune cells	CD8T	CD8Tem	TRGV2	0.54	79.7	1.84e-21
16	Immune cells	CD8T	CD8Tem	HOPX	0.7	85.4	5.35e-21
16	Immune cells	CD8T	CD8Tem	NR4A1	0.27	79.1	1.96e-20
16	Immune cells	CD8T	CD8Tem	PECAM1	0.43	82.9	2.48e-20
16	Immune cells	CD8T	CD8Tem	TXNIP	-0.6	100.0	5.16e-20
16	Immune cells	CD8T	CD8Tem	RP11-291B21.2	0.86	84.2	1.93e-19
16	Immune cells	CD8T	CD8Tem	AOAH	0.41	89.9	1.93e-19
16	Immune cells	CD8T	CD8Tem	ITM2C	0.5	93.0	2.87e-19
16	Immune cells	CD8T	CD8Tem	SOCS3	0.49	82.3	3.54e-19
16	Immune cells	CD8T	CD8Tem	RHOB	0.48	86.1	5.2e-19
16	Immune cells	CD8T	CD8Tem	CD300A	0.43	82.9	1.84e-18
16	Immune cells	CD8T	CD8Tem	CST3	0.64	76.6	2.3e-18
16	Immune cells	CD8T	CD8Tem	TRDV1	1.66	82.3	2.68e-18
16	Immune cells	CD8T	CD8Tem	TRGV4	0.64	79.7	4.11e-18
16	Immune cells	CD8T	CD8Tem	GLUL	0.41	89.2	2.39e-17
16	Immune cells	CD8T	CD8Tem	TRGV5	0.51	78.5	2.47e-17
16	Immune cells	CD8T	CD8Tem	CTSD	0.5	95.6	2.58e-17
16	Immune cells	CD8T	CD8Tem	TAGLN2	0.44	96.2	3.68e-17
16	Immune cells	CD8T	CD8Tem	CTSA	0.52	92.4	5.05e-17
16	Immune cells	CD8T	CD8Tem	ABCB1	0.27	83.5	6.1e-17
16	Immune cells	CD8T	CD8Tem	TPI1	0.37	97.5	1.41e-16
16	Immune cells	CD8T	CD8Tem	TIMP1	0.25	83.5	1.54e-16
16	Immune cells	CD8T	CD8Tem	TGFB1	0.36	88.6	2.28e-16
16	Immune cells	CD8T	CD8Tem	MYL6	0.3	100.0	2.29e-16
16	Immune cells	CD8T	CD8Tem	GRINA	0.28	83.5	6.5e-16
16	Immune cells	CD8T	CD8Tem	RAB37	0.29	82.3	7.17e-16
16	Immune cells	CD8T	CD8Tem	CD63	0.48	86.7	9.42e-16
16	Immune cells	CD8T	CD8Tem	HNRNPAB	0.26	83.5	1.43e-15
16	Immune cells	CD8T	CD8Tem	DDX39A	0.28	87.3	1.6e-15
16	Immune cells	CD8T	CD8Tem	LAT2	0.29	78.5	1.62e-15
16	Immune cells	CD8T	CD8Tem	FAM3C	0.27	77.2	2.73e-15
16	Immune cells	CD8T	CD8Tem	LAIR1	0.41	84.2	4.7e-15
16	Immune cells	CD8T	CD8Tem	GZMA	-1.6	78.5	6.74e-15
16	Immune cells	CD8T	CD8Tem	FCRL6	0.38	84.8	6.8e-15
16	Immune cells	CD8T	CD8Tem	CPNE7	0.26	83.5	8.96e-15
16	Immune cells	CD8T	CD8Tem	VIM	0.5	98.7	9.64e-15
16	Immune cells	CD8T	CD8Tem	NME2	0.39	91.8	9.82e-15
16	Immune cells	CD8T	CD8Tem	ACTB	0.27	100.0	1.1e-14
16	Immune cells	CD8T	CD8Tem	APOE	1.91	59.5	1.23e-14
16	Immune cells	CD8T	CD8Tem	PLSCR1	0.28	81.0	1.35e-14
16	Immune cells	CD8T	CD8Tem	CFL1	0.26	100.0	1.67e-14
16	Immune cells	CD8T	CD8Tem	SEPT11	0.29	81.6	1.71e-14
16	Immune cells	CD8T	CD8Tem	TRBV6-5	-0.29	74.7	2.23e-14
16	Immune cells	CD8T	CD8Tem	CXCR3	0.35	93.0	3.35e-14
16	Immune cells	CD8T	CD8Tem	CCT6A	0.25	88.6	4.02e-14
16	Immune cells	CD8T	CD8Tem	GNLY	1.49	77.2	1.98e-13
16	Immune cells	CD8T	CD8Tem	DDAH2	0.3	81.6	2.35e-13
16	Immune cells	CD8T	CD8Tem	CD2	-0.48	91.8	2.56e-13
16	Immune cells	CD8T	CD8Tem	CXCL10	0.74	57.6	4.93e-13
16	Immune cells	CD8T	CD8Tem	GPR18	0.27	76.6	6.9e-13
16	Immune cells	CD8T	CD8Tem	GSTP1	0.34	93.7	9.88e-13
16	Immune cells	CD8T	CD8Tem	CORO1A	0.31	99.4	1.26e-12
16	Immune cells	CD8T	CD8Tem	CD8A	0.38	91.8	1.33e-12
16	Immune cells	CD8T	CD8Tem	REL	0.31	91.1	2.54e-12
16	Immune cells	CD8T	CD8Tem	EIF5A	0.36	91.8	3.22e-12
16	Immune cells	CD8T	CD8Tem	SLA2	0.33	79.1	4.12e-12
16	Immune cells	CD8T	CD8Tem	IL32	0.31	98.7	5.59e-12
16	Immune cells	CD8T	CD8Tem	IER2	0.32	87.3	6.39e-12
16	Immune cells	CD8T	CD8Tem	ACTG1	0.25	100.0	6.51e-12
16	Immune cells	CD8T	CD8Tem	CCT2	0.26	86.1	7.18e-12
16	Immune cells	CD8T	CD8Tem	BST2	0.33	93.0	7.27e-12
16	Immune cells	CD8T	CD8Tem	PSME2	0.32	97.5	8.36e-12
16	Immune cells	CD8T	CD8Tem	HSPB1	0.42	95.6	9.26e-12
16	Immune cells	CD8T	CD8Tem	XBP1	0.44	86.1	9.26e-12
16	Immune cells	CD8T	CD8Tem	GADD45B	0.41	82.3	1e-11
16	Immune cells	CD8T	CD8Tem	CDK2AP2	0.26	90.5	1.12e-11
16	Immune cells	CD8T	CD8Tem	CLIC1	0.27	99.4	1.21e-11
16	Immune cells	CD8T	CD8Tem	PRDM1	-0.77	75.9	1.25e-11
16	Immune cells	CD8T	CD8Tem	ID2	0.33	90.5	2.05e-11
16	Immune cells	CD8T	CD8Tem	JUNB	0.36	97.5	2.89e-11
16	Immune cells	CD8T	CD8Tem	TCF7	0.28	91.8	1.04e-10
16	Immune cells	CD8T	CD8Tem	COTL1	-0.53	96.2	1.07e-10
16	Immune cells	CD8T	CD8Tem	FOS	0.27	97.5	1.36e-10
16	Immune cells	CD8T	CD8Tem	FXYD2	0.44	79.7	1.44e-10
16	Immune cells	CD8T	CD8Tem	SPINT2	0.34	86.7	2.79e-10
16	Immune cells	CD8T	CD8Tem	HMGB2	-0.57	83.5	3.87e-10
16	Immune cells	CD8T	CD8Tem	DUSP1	0.36	98.7	5.78e-10
16	Immune cells	CD8T	CD8Tem	APOC1	0.74	61.4	9.79e-10
16	Immune cells	CD8T	CD8Tem	AREG	0.38	82.9	1.06e-09
16	Immune cells	CD8T	CD8Tem	RUNX3	0.25	86.1	1.2e-09
16	Immune cells	CD8T	CD8Tem	PIM1	0.31	86.7	1.28e-09
16	Immune cells	CD8T	CD8Tem	C1orf162	0.28	83.5	1.87e-09
16	Immune cells	CD8T	CD8Tem	DDIT4	0.35	95.6	3.44e-09
16	Immune cells	CD8T	CD8Tem	NFKBIA	-0.44	95.6	3.68e-09
16	Immune cells	CD8T	CD8Tem	HLA-DPA1	-0.26	85.4	9.39e-09
16	Immune cells	CD8T	CD8Tem	HSPA1A	0.55	89.2	9.49e-09
16	Immune cells	CD8T	CD8Tem	BIRC3	-0.57	83.5	1.96e-08
16	Immune cells	CD8T	CD8Tem	GZMB	-0.34	75.9	1.96e-08
16	Immune cells	CD8T	CD8Tem	CD40LG	-0.74	71.5	2.55e-08
16	Immune cells	CD8T	CD8Tem	LBH	-0.52	84.2	2.95e-08
16	Immune cells	CD8T	CD8Tem	HLA-DQB1	-0.37	79.7	2.98e-08
16	Immune cells	CD8T	CD8Tem	GPR183	-0.82	76.6	3.27e-08
16	Immune cells	CD8T	CD8Tem	PRMT9	0.27	82.9	3.29e-08
16	Immune cells	CD8T	CD8Tem	C1QC	0.44	58.2	4.7e-08
16	Immune cells	CD8T	CD8Tem	SELL	-0.59	85.4	6.21e-08
16	Immune cells	CD8T	CD8Tem	IQGAP1	0.26	92.4	9.51e-08
16	Immune cells	CD8T	CD8Tem	CORO1B	-0.6	81.6	1.01e-07
16	Immune cells	CD8T	CD8Tem	RNF19A	-0.51	82.9	1.52e-07
16	Immune cells	CD8T	CD8Tem	TRAV13-1	-0.38	74.7	3.24e-07
16	Immune cells	CD8T	CD8Tem	TSC22D3	-0.35	100.0	3.51e-07
16	Immune cells	CD8T	CD8Tem	MIF	0.26	99.4	3.93e-07
16	Immune cells	CD8T	CD8Tem	NR4A2	0.27	83.5	3.97e-07
16	Immune cells	CD8T	CD8Tem	KLF2	-0.75	88.0	4.38e-07
16	Immune cells	CD8T	CD8Tem	GZMH	-0.54	76.6	5.17e-07
16	Immune cells	CD8T	CD8Tem	TRAV8-4	-0.27	75.3	5.31e-07
16	Immune cells	CD8T	CD8Tem	IFI6	0.27	83.5	5.78e-07
16	Immune cells	CD8T	CD8Tem	AIM1	-0.47	81.0	6.73e-07
16	Immune cells	CD8T	CD8Tem	PBXIP1	-0.56	79.1	7.56e-07
16	Immune cells	CD8T	CD8Tem	ZFP36L1	0.27	91.8	7.76e-07
16	Immune cells	CD8T	CD8Tem	LINC00861	-0.55	78.5	9.18e-07
16	Immune cells	CD8T	CD8Tem	TNFRSF4	-0.35	77.8	1.05e-06
16	Immune cells	CD8T	CD8Tem	C1QA	0.25	54.4	1.09e-06
16	Immune cells	CD8T	CD8Tem	CCR7	-0.67	81.0	1.12e-06
16	Immune cells	CD8T	CD8Tem	HLA-DRB1	-0.34	80.4	1.39e-06
16	Immune cells	CD8T	CD8Tem	PASK	-0.63	79.1	2.78e-06
16	Immune cells	CD8T	CD8Tem	TRGV8	0.33	76.6	3.72e-06
16	Immune cells	CD8T	CD8Tem	GPX1	0.27	89.2	4.55e-06
16	Immune cells	CD8T	CD8Tem	ITGB1	-0.6	80.4	8.39e-06
2	Immune cells	CD8T	CD8Tcm	CCL4	1.17	98.4	0
2	Immune cells	CD8T	CD8Tcm	CST7	1.08	99.3	0
2	Immune cells	CD8T	CD8Tcm	GZMK	1.08	99.6	0
2	Immune cells	CD8T	CD8Tcm	CCL4L2	1.06	85.8	0
2	Immune cells	CD8T	CD8Tcm	DUSP2	1.04	97.1	0
2	Immune cells	CD8T	CD8Tcm	CMC1	1.0	83.8	0
2	Immune cells	CD8T	CD8Tcm	NKG7	0.88	97.3	0
2	Immune cells	CD8T	CD8Tcm	CRTAM	0.78	79.4	0
2	Immune cells	CD8T	CD8Tcm	ITM2C	0.73	85.8	0
2	Immune cells	CD8T	CD8Tcm	CD8A	0.69	90.6	0
2	Immune cells	CD8T	CD8Tcm	GZMA	0.67	97.5	0
2	Immune cells	CD8T	CD8Tcm	CCL5	0.64	99.8	0
2	Immune cells	CD8T	CD8Tcm	CCL3L3	0.62	72.2	0
2	Immune cells	CD8T	CD8Tcm	CD74	0.44	99.9	0
2	Immune cells	CD8T	CD8Tcm	TPT1	-0.41	100.0	0
2	Immune cells	CD8T	CD8Tcm	LTB	-0.99	76.9	0
2	Immune cells	CD8T	CD8Tcm	DKK3	0.48	63.2	7.4e-263
2	Immune cells	CD8T	CD8Tcm	S100A4	-0.66	83.8	1.62e-245
2	Immune cells	CD8T	CD8Tcm	IGLV2-14	0.56	69.8	3.11e-237
2	Immune cells	CD8T	CD8Tcm	MAL	-0.59	47.7	4.83e-229
2	Immune cells	CD8T	CD8Tcm	CD40LG	-0.75	51.5	3.72e-226
2	Immune cells	CD8T	CD8Tcm	C1orf21	0.41	64.6	3.95e-224
2	Immune cells	CD8T	CD8Tcm	CTSW	0.42	90.2	2.41e-221
2	Immune cells	CD8T	CD8Tcm	LEF1	-0.56	58.8	1.1e-220
2	Immune cells	CD8T	CD8Tcm	IL6ST	-0.65	58.6	2.84e-208
2	Immune cells	CD8T	CD8Tcm	HLA-DPB1	0.38	92.0	2.52e-195
2	Immune cells	CD8T	CD8Tcm	CD8B	0.53	83.8	1.24e-189
2	Immune cells	CD8T	CD8Tcm	DTHD1	0.44	66.1	3.11e-183
2	Immune cells	CD8T	CD8Tcm	SAMD3	0.57	76.0	1.49e-181
2	Immune cells	CD8T	CD8Tcm	S100A11	-0.48	75.7	3.23e-174
2	Immune cells	CD8T	CD8Tcm	EOMES	0.62	73.3	1.72e-171
2	Immune cells	CD8T	CD8Tcm	SERINC5	-0.48	55.1	1.38e-169
2	Immune cells	CD8T	CD8Tcm	FCRL3	0.44	68.6	9.61e-168
2	Immune cells	CD8T	CD8Tcm	AOAH	0.55	73.4	1.97e-144
2	Immune cells	CD8T	CD8Tcm	CLEC2B	0.42	83.4	1.79e-142
2	Immune cells	CD8T	CD8Tcm	C10orf54	-0.39	64.3	5.05e-141
2	Immune cells	CD8T	CD8Tcm	FBLN7	-0.45	43.4	9.75e-139
2	Immune cells	CD8T	CD8Tcm	CD52	-0.3	97.1	1.38e-135
2	Immune cells	CD8T	CD8Tcm	ITGB1	-0.51	61.6	2.16e-130
2	Immune cells	CD8T	CD8Tcm	BIRC3	-0.52	68.7	4.02e-127
2	Immune cells	CD8T	CD8Tcm	ZEB2	0.41	66.6	1.34e-125
