Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
0	Immune cells	CD4Tconv	Th17	FOS	0.92	92.2	0
0	Immune cells	CD4Tconv	Th17	IL7R	0.71	99.9	0
0	Immune cells	CD4Tconv	Th17	ANXA1	0.69	94.2	0
0	Immune cells	CD4Tconv	Th17	CD40LG	0.67	82.0	0
0	Immune cells	CD4Tconv	Th17	S100A11	0.66	97.4	0
0	Immune cells	CD4Tconv	Th17	NFKBIA	0.61	98.2	0
0	Immune cells	CD4Tconv	Th17	DUSP1	0.51	95.9	0
0	Immune cells	CD4Tconv	Th17	TXNIP	0.39	100.0	0
0	Immune cells	CD4Tconv	Th17	VIM	0.38	99.5	0
0	Immune cells	CD4Tconv	Th17	TPT1	0.27	100.0	0
0	Immune cells	CD4Tconv	Th17	CD27	-0.75	69.8	0
0	Immune cells	CD4Tconv	Th17	HLA-DQA1	-0.84	44.6	0
0	Immune cells	CD4Tconv	Th17	TIGIT	-0.9	51.4	0
0	Immune cells	CD4Tconv	Th17	CD8B	-1.11	48.6	0
0	Immune cells	CD4Tconv	Th17	HLA-DRB1	-1.23	55.4	0
0	Immune cells	CD4Tconv	Th17	CD8A	-1.56	49.9	0
0	Immune cells	CD4Tconv	Th17	NKG7	-1.84	52.7	0
0	Immune cells	CD4Tconv	Th17	LTB	0.4	98.1	5.24e-303
0	Immune cells	CD4Tconv	Th17	CRTAM	-0.7	44.9	2.04e-295
0	Immune cells	CD4Tconv	Th17	S100A10	0.39	97.3	5.45e-295
0	Immune cells	CD4Tconv	Th17	ZFP36L2	0.39	99.9	5.16e-291
0	Immune cells	CD4Tconv	Th17	TSC22D3	0.39	99.8	4.48e-289
0	Immune cells	CD4Tconv	Th17	SESN1	0.54	75.9	3.54e-274
0	Immune cells	CD4Tconv	Th17	HLA-DRB5	-0.75	49.4	2.47e-273
0	Immune cells	CD4Tconv	Th17	CCL4	-1.98	53.8	3.71e-271
0	Immune cells	CD4Tconv	Th17	S100A4	0.36	99.0	2.63e-264
0	Immune cells	CD4Tconv	Th17	KLF2	0.49	92.8	6.62e-252
0	Immune cells	CD4Tconv	Th17	HLA-DPA1	-0.72	70.0	5.53e-238
0	Immune cells	CD4Tconv	Th17	CD74	-0.69	97.9	3.75e-237
0	Immune cells	CD4Tconv	Th17	CCL3L3	-0.44	38.0	3.2e-235
0	Immune cells	CD4Tconv	Th17	HLA-DQB1	-0.66	59.1	5.43e-234
0	Immune cells	CD4Tconv	Th17	HLA-DPB1	-0.69	69.2	9.07e-234
0	Immune cells	CD4Tconv	Th17	CCL4L2	-1.61	48.4	3.47e-229
0	Immune cells	CD4Tconv	Th17	TIMP1	0.51	70.7	4.09e-218
0	Immune cells	CD4Tconv	Th17	KLF6	0.38	97.7	2.3e-215
0	Immune cells	CD4Tconv	Th17	HLA-DRA	-0.89	48.3	8.3e-201
0	Immune cells	CD4Tconv	Th17	TOX2	-0.39	40.5	8.58e-196
0	Immune cells	CD4Tconv	Th17	TOX	-0.51	48.8	4.48e-188
0	Immune cells	CD4Tconv	Th17	CD69	0.35	95.4	2.22e-182
0	Immune cells	CD4Tconv	Th17	HLA-DMA	-0.45	49.8	1.62e-180
0	Immune cells	CD4Tconv	Th17	GPR171	0.35	75.4	7.74e-175
0	Immune cells	CD4Tconv	Th17	CST7	-0.9	76.1	1.9e-174
0	Immune cells	CD4Tconv	Th17	COTL1	-0.48	91.6	5.68e-171
0	Immune cells	CD4Tconv	Th17	RIPK2	0.27	64.8	5.07e-162
0	Immune cells	CD4Tconv	Th17	JUN	0.47	91.1	1.07e-160
0	Immune cells	CD4Tconv	Th17	IKZF2	-0.29	39.4	7.48e-153
0	Immune cells	CD4Tconv	Th17	TNFRSF9	-0.29	33.5	1.49e-149
0	Immune cells	CD4Tconv	Th17	CXCL13	-2.44	45.1	1.53e-146
0	Immune cells	CD4Tconv	Th17	CTLA4	-0.6	50.3	1.24e-145
0	Immune cells	CD4Tconv	Th17	LYST	-0.45	52.1	4.4e-140
0	Immune cells	CD4Tconv	Th17	ITM2C	-0.67	57.5	1.95e-134
0	Immune cells	CD4Tconv	Th17	TNFAIP3	0.34	90.8	1.68e-131
0	Immune cells	CD4Tconv	Th17	ERN1	0.28	75.2	8.03e-126
0	Immune cells	CD4Tconv	Th17	NOSIP	0.35	78.1	7.23e-125
0	Immune cells	CD4Tconv	Th17	CD200	-0.28	36.9	1.48e-124
0	Immune cells	CD4Tconv	Th17	CD7	-0.44	73.6	2.59e-114
0	Immune cells	CD4Tconv	Th17	FCRL3	-0.31	47.7	3.51e-112
0	Immune cells	CD4Tconv	Th17	HOPX	0.42	65.0	1.16e-110
0	Immune cells	CD4Tconv	Th17	CCL3	-0.55	37.0	2.98e-108
0	Immune cells	CD4Tconv	Th17	FABP5	-0.44	47.3	3.36e-108
0	Immune cells	CD4Tconv	Th17	PTGER4	0.36	75.0	3.45e-107
0	Immune cells	CD4Tconv	Th17	AOAH	-0.39	50.2	1.12e-106
0	Immune cells	CD4Tconv	Th17	KLRD1	-0.6	42.7	3.71e-106
0	Immune cells	CD4Tconv	Th17	GPR183	0.33	76.0	1.26e-105
0	Immune cells	CD4Tconv	Th17	LAG3	-0.49	48.6	7.21e-105
0	Immune cells	CD4Tconv	Th17	PRF1	-0.41	52.1	1.74e-104
0	Immune cells	CD4Tconv	Th17	RP11-18H21.1	0.26	69.3	6.84e-100
0	Immune cells	CD4Tconv	Th17	DHRS3	0.32	62.3	7.02e-95
0	Immune cells	CD4Tconv	Th17	PDCD1	-0.38	51.4	8.56e-93
0	Immune cells	CD4Tconv	Th17	NUCB2	-0.36	57.9	1.25e-91
0	Immune cells	CD4Tconv	Th17	SIRPG	-0.39	58.2	3.76e-91
0	Immune cells	CD4Tconv	Th17	PTMS	-0.42	47.3	6.14e-90
0	Immune cells	CD4Tconv	Th17	CCR6	0.29	58.8	8.42e-86
0	Immune cells	CD4Tconv	Th17	ATP8A1	-0.27	51.2	9.41e-86
0	Immune cells	CD4Tconv	Th17	PTGER2	0.35	61.1	6.77e-85
0	Immune cells	CD4Tconv	Th17	EOMES	-0.38	50.8	1.02e-82
0	Immune cells	CD4Tconv	Th17	TMEM173	0.29	73.0	7.7e-82
0	Immune cells	CD4Tconv	Th17	DUSP4	-0.47	52.0	2.43e-81
0	Immune cells	CD4Tconv	Th17	MIR4435-2HG	-0.39	49.2	3.25e-78
0	Immune cells	CD4Tconv	Th17	RP11-291B21.2	-0.59	44.0	4.26e-77
0	Immune cells	CD4Tconv	Th17	AQP3	0.31	68.5	8.42e-76
0	Immune cells	CD4Tconv	Th17	NFATC2	-0.33	64.0	1.93e-75
0	Immune cells	CD4Tconv	Th17	ANKRD28	0.26	58.4	5.93e-75
0	Immune cells	CD4Tconv	Th17	CD84	-0.3	60.7	6.17e-75
0	Immune cells	CD4Tconv	Th17	NMB	-0.47	47.3	1.17e-73
0	Immune cells	CD4Tconv	Th17	UCP2	-0.38	80.1	4.43e-73
0	Immune cells	CD4Tconv	Th17	JUNB	0.27	90.9	1.12e-67
0	Immune cells	CD4Tconv	Th17	MT2A	-0.29	72.5	2.35e-66
0	Immune cells	CD4Tconv	Th17	ZEB2	-0.3	46.5	1.32e-65
0	Immune cells	CD4Tconv	Th17	GZMH	-0.64	45.1	3.28e-65
0	Immune cells	CD4Tconv	Th17	CMC1	-0.44	58.6	1.67e-63
0	Immune cells	CD4Tconv	Th17	GAPDH	-0.31	99.2	1.12e-62
0	Immune cells	CD4Tconv	Th17	DUSP2	-0.4	75.7	1.46e-60
0	Immune cells	CD4Tconv	Th17	STMN1	-0.26	49.9	2.61e-60
0	Immune cells	CD4Tconv	Th17	IL2RB	-0.25	56.8	7.02e-60
0	Immune cells	CD4Tconv	Th17	SH2D1A	-0.32	64.3	1.38e-59
0	Immune cells	CD4Tconv	Th17	DPP4	0.29	58.4	5.44e-59
0	Immune cells	CD4Tconv	Th17	CTSW	-0.51	74.0	1.48e-58
0	Immune cells	CD4Tconv	Th17	LINC00152	-0.37	61.7	1.83e-58
0	Immune cells	CD4Tconv	Th17	TRBC1	-0.36	68.4	5.51e-58
0	Immune cells	CD4Tconv	Th17	ZFP36	0.34	90.4	9.88e-58
0	Immune cells	CD4Tconv	Th17	GZMB	-0.57	41.1	1.51e-57
0	Immune cells	CD4Tconv	Th17	KLRB1	0.43	64.0	2.38e-57
0	Immune cells	CD4Tconv	Th17	APOBEC3G	-0.37	65.6	1.17e-56
0	Immune cells	CD4Tconv	Th17	KRT86	-0.32	35.8	1.5e-56
0	Immune cells	CD4Tconv	Th17	SLA	-0.32	77.3	1.46e-54
0	Immune cells	CD4Tconv	Th17	MTHFD2	-0.3	50.8	2.09e-53
0	Immune cells	CD4Tconv	Th17	S1PR1	0.26	63.3	4e-46
0	Immune cells	CD4Tconv	Th17	RTKN2	-0.29	46.5	2.11e-42
0	Immune cells	CD4Tconv	Th17	MIR155HG	-0.31	50.3	3.18e-42
0	Immune cells	CD4Tconv	Th17	FOXP3	-0.46	38.1	1.77e-41
0	Immune cells	CD4Tconv	Th17	PASK	-0.26	59.9	3.95e-41
0	Immune cells	CD4Tconv	Th17	TBC1D4	-0.3	49.6	1.16e-40
0	Immune cells	CD4Tconv	Th17	TRBV9	-0.28	47.5	1.68e-39
0	Immune cells	CD4Tconv	Th17	CITED2	0.31	76.5	1.06e-37
0	Immune cells	CD4Tconv	Th17	MAGEH1	-0.3	48.8	1.21e-36
0	Immune cells	CD4Tconv	Th17	ITM2A	-0.36	81.6	1.22e-34
0	Immune cells	CD4Tconv	Th17	PMAIP1	-0.26	51.6	4.49e-32
0	Immune cells	CD4Tconv	Th17	XCL2	-0.45	45.1	2.73e-31
0	Immune cells	CD4Tconv	Th17	CXCR6	-0.27	51.8	4.1e-31
0	Immune cells	CD4Tconv	Th17	IL6ST	-0.3	64.6	2.32e-26
0	Immune cells	CD4Tconv	Th17	ZNF683	-0.4	49.7	6.66e-26
0	Immune cells	CD4Tconv	Th17	CTSL	0.33	57.9	1.35e-22
0	Immune cells	CD4Tconv	Th17	TNFRSF18	-0.36	49.9	1.39e-19
0	Immune cells	CD4Tconv	Th17	AC133644.2	-0.3	49.6	4.68e-17
0	Immune cells	CD4Tconv	Th17	TNFRSF4	-0.42	55.1	7.99e-17
0	Immune cells	CD4Tconv	Th17	TRBV4-2	-0.29	47.5	1.06e-16
0	Immune cells	CD4Tconv	Th17	BATF	-0.28	66.5	3.63e-09
1	Immune cells	CD4Tconv	CD4Tn	SELL	0.8	94.8	0
1	Immune cells	CD4Tconv	CD4Tn	PASK	0.77	79.2	0
1	Immune cells	CD4Tconv	CD4Tn	CCR7	0.77	86.7	0
1	Immune cells	CD4Tconv	CD4Tn	CD40LG	0.68	77.6	0
1	Immune cells	CD4Tconv	CD4Tn	LTB	0.59	98.6	0
1	Immune cells	CD4Tconv	CD4Tn	TPT1	0.46	100.0	0
1	Immune cells	CD4Tconv	CD4Tn	RPS6	0.4	100.0	0
1	Immune cells	CD4Tconv	CD4Tn	RPS18	0.36	100.0	0
1	Immune cells	CD4Tconv	CD4Tn	EEF1A1	0.31	100.0	0
1	Immune cells	CD4Tconv	CD4Tn	CEBPD	-0.25	19.6	0
1	Immune cells	CD4Tconv	CD4Tn	DTHD1	-0.27	19.8	0
1	Immune cells	CD4Tconv	CD4Tn	TNFRSF9	-0.29	17.7	0
1	Immune cells	CD4Tconv	CD4Tn	HLA-B	-0.29	100.0	0
1	Immune cells	CD4Tconv	CD4Tn	FCRL3	-0.3	30.3	0
1	Immune cells	CD4Tconv	CD4Tn	HLA-A	-0.34	100.0	0
1	Immune cells	CD4Tconv	CD4Tn	ZEB2	-0.34	23.7	0
1	Immune cells	CD4Tconv	CD4Tn	SH3BGRL3	-0.43	99.2	0
1	Immune cells	CD4Tconv	CD4Tn	CCL3L3	-0.44	25.8	0
1	Immune cells	CD4Tconv	CD4Tn	MATK	-0.47	31.7	0
1	Immune cells	CD4Tconv	CD4Tn	PTMS	-0.49	23.7	0
1	Immune cells	CD4Tconv	CD4Tn	SAMD3	-0.5	33.6	0
1	Immune cells	CD4Tconv	CD4Tn	CLIC1	-0.55	80.4	0
1	Immune cells	CD4Tconv	CD4Tn	EOMES	-0.56	28.9	0
1	Immune cells	CD4Tconv	CD4Tn	ZNF683	-0.57	21.8	0
1	Immune cells	CD4Tconv	CD4Tn	IL32	-0.6	98.7	0
1	Immune cells	CD4Tconv	CD4Tn	PRF1	-0.6	32.0	0
1	Immune cells	CD4Tconv	CD4Tn	KLRD1	-0.6	21.8	0
1	Immune cells	CD4Tconv	CD4Tn	CXCR6	-0.61	24.2	0
1	Immune cells	CD4Tconv	CD4Tn	LAG3	-0.63	26.0	0
1	Immune cells	CD4Tconv	CD4Tn	CRTAM	-0.68	29.4	0
1	Immune cells	CD4Tconv	CD4Tn	DUSP4	-0.7	30.4	0
1	Immune cells	CD4Tconv	CD4Tn	GZMH	-0.73	21.4	0
1	Immune cells	CD4Tconv	CD4Tn	LINC00152	-0.76	35.2	0
1	Immune cells	CD4Tconv	CD4Tn	HLA-DQB1	-0.82	40.2	0
1	Immune cells	CD4Tconv	CD4Tn	APOBEC3G	-0.82	40.2	0
1	Immune cells	CD4Tconv	CD4Tn	HLA-DRB5	-0.85	29.2	0
1	Immune cells	CD4Tconv	CD4Tn	ITM2C	-0.87	36.4	0
1	Immune cells	CD4Tconv	CD4Tn	HLA-DQA1	-0.9	23.3	0
1	Immune cells	CD4Tconv	CD4Tn	HLA-DPB1	-0.95	48.8	0
1	Immune cells	CD4Tconv	CD4Tn	HLA-DPA1	-0.98	49.7	0
1	Immune cells	CD4Tconv	CD4Tn	HLA-DRA	-1.0	26.6	0
1	Immune cells	CD4Tconv	CD4Tn	CD74	-1.06	95.3	0
1	Immune cells	CD4Tconv	CD4Tn	CTSW	-1.11	41.9	0
1	Immune cells	CD4Tconv	CD4Tn	CD8B	-1.17	31.8	0
1	Immune cells	CD4Tconv	CD4Tn	DUSP2	-1.26	53.7	0
1	Immune cells	CD4Tconv	CD4Tn	HLA-DRB1	-1.53	33.7	0
1	Immune cells	CD4Tconv	CD4Tn	GZMK	-1.63	40.6	0
1	Immune cells	CD4Tconv	CD4Tn	CST7	-1.69	41.2	0
1	Immune cells	CD4Tconv	CD4Tn	CCL4L2	-1.76	25.4	0
1	Immune cells	CD4Tconv	CD4Tn	CD8A	-1.77	31.7	0
1	Immune cells	CD4Tconv	CD4Tn	GZMA	-1.79	34.6	0
1	Immune cells	CD4Tconv	CD4Tn	NKG7	-2.21	29.0	0
1	Immune cells	CD4Tconv	CD4Tn	CCL5	-2.5	37.5	0
1	Immune cells	CD4Tconv	CD4Tn	CCL4	-3.07	29.9	0
1	Immune cells	CD4Tconv	CD4Tn	F2R	-0.37	32.0	2.96e-305
1	Immune cells	CD4Tconv	CD4Tn	TCF7	0.56	81.8	4.01e-303
1	Immune cells	CD4Tconv	CD4Tn	HLA-DMA	-0.45	33.2	3.5e-301
1	Immune cells	CD4Tconv	CD4Tn	C12orf75	-0.51	35.8	7.82e-298
1	Immune cells	CD4Tconv	CD4Tn	PLEK	-0.29	27.3	9.75e-296
1	Immune cells	CD4Tconv	CD4Tn	CXCL13	-2.27	27.7	2.38e-295
1	Immune cells	CD4Tconv	CD4Tn	CCL3	-0.54	23.3	2.59e-293
1	Immune cells	CD4Tconv	CD4Tn	CXCR3	-0.51	42.0	1.74e-290
1	Immune cells	CD4Tconv	CD4Tn	FAM129A	-0.41	34.5	1.14e-287
1	Immune cells	CD4Tconv	CD4Tn	MIR4435-2HG	-0.44	28.5	4.84e-284
1	Immune cells	CD4Tconv	CD4Tn	JAKMIP1	-0.26	23.4	9.33e-283
1	Immune cells	CD4Tconv	CD4Tn	SLAMF7	-0.25	23.2	4.77e-275
1	Immune cells	CD4Tconv	CD4Tn	CLIC3	-0.33	26.3	1.37e-273
1	Immune cells	CD4Tconv	CD4Tn	IGLV2-14	-0.34	28.4	1.14e-271
1	Immune cells	CD4Tconv	CD4Tn	LGALS3	-0.46	28.8	1.82e-267
1	Immune cells	CD4Tconv	CD4Tn	AC133644.2	-0.43	27.1	4.2e-266
1	Immune cells	CD4Tconv	CD4Tn	XCL2	-0.5	21.0	6.8e-266
1	Immune cells	CD4Tconv	CD4Tn	CMC1	-0.62	39.5	4.84e-264
1	Immune cells	CD4Tconv	CD4Tn	GZMB	-0.6	22.5	4.02e-259
1	Immune cells	CD4Tconv	CD4Tn	SERINC5	0.54	71.9	5.55e-256
1	Immune cells	CD4Tconv	CD4Tn	KLRG1	-0.41	34.5	2.06e-255
1	Immune cells	CD4Tconv	CD4Tn	HLA-C	-0.26	100.0	3.53e-246
1	Immune cells	CD4Tconv	CD4Tn	LYST	-0.44	37.0	1.95e-245
1	Immune cells	CD4Tconv	CD4Tn	APOBEC3C	-0.44	38.2	2.18e-235
1	Immune cells	CD4Tconv	CD4Tn	HERPUD1	-0.48	46.5	8.54e-234
1	Immune cells	CD4Tconv	CD4Tn	RP11-291B21.2	-0.61	26.1	1.39e-232
1	Immune cells	CD4Tconv	CD4Tn	PLA2G16	-0.3	30.7	3.28e-232
1	Immune cells	CD4Tconv	CD4Tn	HOPX	-0.43	29.3	6.17e-232
1	Immune cells	CD4Tconv	CD4Tn	ACTN4	-0.38	39.4	6.77e-232
1	Immune cells	CD4Tconv	CD4Tn	ANXA2	-0.43	42.6	6.05e-230
1	Immune cells	CD4Tconv	CD4Tn	ATP8A1	-0.29	35.0	1.67e-223
1	Immune cells	CD4Tconv	CD4Tn	RUNX3	-0.33	36.6	5.97e-222
1	Immune cells	CD4Tconv	CD4Tn	SLC7A5	-0.31	35.8	7.5e-219
1	Immune cells	CD4Tconv	CD4Tn	KLF2	0.45	91.2	1.25e-218
1	Immune cells	CD4Tconv	CD4Tn	PPP1R14B	-0.33	30.2	7.01e-216
1	Immune cells	CD4Tconv	CD4Tn	ID2	-0.56	45.7	7.5e-215
1	Immune cells	CD4Tconv	CD4Tn	NMB	-0.45	30.8	8.26e-215
1	Immune cells	CD4Tconv	CD4Tn	TBX21	-0.26	31.4	1.27e-212
1	Immune cells	CD4Tconv	CD4Tn	FABP5	-0.4	32.3	1.39e-212
1	Immune cells	CD4Tconv	CD4Tn	AC092580.4	-0.28	33.0	3.68e-212
1	Immune cells	CD4Tconv	CD4Tn	AOAH	-0.38	34.4	1.61e-210
1	Immune cells	CD4Tconv	CD4Tn	TXK	0.48	68.5	9.99e-209
1	Immune cells	CD4Tconv	CD4Tn	IL7R	0.31	99.4	7.46e-205
1	Immune cells	CD4Tconv	CD4Tn	GYG1	-0.34	36.3	6.11e-202
1	Immune cells	CD4Tconv	CD4Tn	XCL1	-0.36	21.6	6.64e-201
1	Immune cells	CD4Tconv	CD4Tn	IL2RB	-0.37	40.3	6.71e-199
1	Immune cells	CD4Tconv	CD4Tn	OASL	-0.26	30.2	1.03e-195
1	Immune cells	CD4Tconv	CD4Tn	PRDM1	-0.41	46.2	2.49e-194
1	Immune cells	CD4Tconv	CD4Tn	PDCD1	-0.35	36.6	4.32e-192
1	Immune cells	CD4Tconv	CD4Tn	MIR155HG	-0.37	32.9	1.47e-189
1	Immune cells	CD4Tconv	CD4Tn	TBCD	-0.29	36.8	1.06e-188
1	Immune cells	CD4Tconv	CD4Tn	GNLY	-0.58	19.8	8.62e-187
1	Immune cells	CD4Tconv	CD4Tn	LGALS1	-0.51	35.4	2.17e-186
1	Immune cells	CD4Tconv	CD4Tn	PMAIP1	-0.38	33.6	3.6e-186
1	Immune cells	CD4Tconv	CD4Tn	S100A4	-0.53	86.2	6.66e-185
1	Immune cells	CD4Tconv	CD4Tn	CTSC	-0.44	49.1	8.44e-185
1	Immune cells	CD4Tconv	CD4Tn	CTSD	-0.43	57.0	2.79e-180
1	Immune cells	CD4Tconv	CD4Tn	TOX2	-0.28	31.8	1.65e-175
1	Immune cells	CD4Tconv	CD4Tn	TNFRSF18	-0.48	29.7	7.94e-175
1	Immune cells	CD4Tconv	CD4Tn	KRT86	-0.3	23.4	1.75e-172
1	Immune cells	CD4Tconv	CD4Tn	RAB27A	-0.32	41.4	5.56e-172
1	Immune cells	CD4Tconv	CD4Tn	ITGAE	-0.38	41.2	4.48e-170
1	Immune cells	CD4Tconv	CD4Tn	IFNGR1	-0.26	36.5	1.41e-169
1	Immune cells	CD4Tconv	CD4Tn	CD63	-0.35	39.6	2.97e-169
1	Immune cells	CD4Tconv	CD4Tn	JAML	-0.3	37.5	1.08e-165
1	Immune cells	CD4Tconv	CD4Tn	MAL	0.44	67.7	2.16e-164
1	Immune cells	CD4Tconv	CD4Tn	TOX	-0.32	38.7	1.79e-162
1	Immune cells	CD4Tconv	CD4Tn	NFATC2	-0.4	50.9	3.04e-161
1	Immune cells	CD4Tconv	CD4Tn	LSP1	-0.36	89.2	3e-159
1	Immune cells	CD4Tconv	CD4Tn	PFN1	-0.26	99.8	5.68e-159
1	Immune cells	CD4Tconv	CD4Tn	IGKV1-5	-0.29	15.0	2.53e-158
1	Immune cells	CD4Tconv	CD4Tn	SAMSN1	-0.32	44.0	3.36e-158
1	Immune cells	CD4Tconv	CD4Tn	TYMP	-0.27	36.6	7.02e-157
1	Immune cells	CD4Tconv	CD4Tn	PTTG1	-0.27	35.8	2.32e-156
1	Immune cells	CD4Tconv	CD4Tn	IFNG	-0.38	30.3	7.87e-154
1	Immune cells	CD4Tconv	CD4Tn	PTPN22	-0.26	36.9	1.64e-153
1	Immune cells	CD4Tconv	CD4Tn	CLEC2B	-0.43	56.6	1.42e-150
1	Immune cells	CD4Tconv	CD4Tn	RBPJ	-0.39	43.5	3.43e-150
1	Immune cells	CD4Tconv	CD4Tn	IQGAP1	-0.35	52.8	4.95e-148
1	Immune cells	CD4Tconv	CD4Tn	TRBV6-5	-0.28	31.3	6.19e-147
1	Immune cells	CD4Tconv	CD4Tn	RPS26	-0.29	94.4	3.09e-146
1	Immune cells	CD4Tconv	CD4Tn	GPR183	0.49	75.6	5.48e-146
1	Immune cells	CD4Tconv	CD4Tn	ITGA4	-0.32	50.2	2.02e-145
1	Immune cells	CD4Tconv	CD4Tn	GBP5	-0.33	45.9	6.43e-143
1	Immune cells	CD4Tconv	CD4Tn	CTD-3252C9.4	-0.29	36.1	1.02e-142
1	Immune cells	CD4Tconv	CD4Tn	TNF	-0.26	33.1	1.08e-142
1	Immune cells	CD4Tconv	CD4Tn	CKLF	-0.26	41.2	1.21e-141
1	Immune cells	CD4Tconv	CD4Tn	BTG3	-0.26	39.1	2.26e-138
1	Immune cells	CD4Tconv	CD4Tn	RGS1	-0.46	63.3	3.19e-138
1	Immune cells	CD4Tconv	CD4Tn	TNFRSF1B	-0.39	48.0	8.09e-137
1	Immune cells	CD4Tconv	CD4Tn	MT2A	-0.45	62.8	8.12e-136
1	Immune cells	CD4Tconv	CD4Tn	ZFP36	-0.56	78.1	1.06e-135
1	Immune cells	CD4Tconv	CD4Tn	CD2	-0.33	88.8	7.66e-135
1	Immune cells	CD4Tconv	CD4Tn	MYL6	-0.27	97.4	7.68e-135
1	Immune cells	CD4Tconv	CD4Tn	ADGRE5	-0.32	46.6	2.92e-134
1	Immune cells	CD4Tconv	CD4Tn	CDK2AP2	-0.29	45.2	5.73e-134
1	Immune cells	CD4Tconv	CD4Tn	CTLA4	-0.43	40.5	6.86e-133
1	Immune cells	CD4Tconv	CD4Tn	GSTP1	-0.31	53.9	1.03e-130
1	Immune cells	CD4Tconv	CD4Tn	AHNAK	-0.4	63.8	2.33e-130
1	Immune cells	CD4Tconv	CD4Tn	GAPDH	-0.4	98.8	7.27e-129
1	Immune cells	CD4Tconv	CD4Tn	LY6E	-0.35	73.4	1.67e-126
1	Immune cells	CD4Tconv	CD4Tn	TNFRSF4	-0.47	37.7	2.4e-125
1	Immune cells	CD4Tconv	CD4Tn	IL6ST	0.34	74.3	5.88e-125
1	Immune cells	CD4Tconv	CD4Tn	LEF1	0.36	74.7	5.03e-122
1	Immune cells	CD4Tconv	CD4Tn	SYNE2	-0.36	60.4	5.38e-122
1	Immune cells	CD4Tconv	CD4Tn	BIRC3	0.34	82.3	1.08e-121
1	Immune cells	CD4Tconv	CD4Tn	CMTM8	0.51	61.3	3.62e-121
1	Immune cells	CD4Tconv	CD4Tn	TNFSF8	0.28	77.2	4.51e-117
1	Immune cells	CD4Tconv	CD4Tn	FOXP3	-0.42	26.6	1.11e-114
1	Immune cells	CD4Tconv	CD4Tn	SH2D1A	-0.32	53.1	2.62e-109
1	Immune cells	CD4Tconv	CD4Tn	JUNB	0.42	88.7	7.31e-104
1	Immune cells	CD4Tconv	CD4Tn	IDH2	-0.25	50.8	4.08e-100
1	Immune cells	CD4Tconv	CD4Tn	KLRB1	-0.29	41.0	3.08e-99
1	Immune cells	CD4Tconv	CD4Tn	ANXA5	-0.3	49.4	3.61e-99
1	Immune cells	CD4Tconv	CD4Tn	SH2D2A	-0.26	49.1	1.22e-96
1	Immune cells	CD4Tconv	CD4Tn	TIGIT	-0.39	52.5	1.15e-94
1	Immune cells	CD4Tconv	CD4Tn	LCP1	-0.31	80.6	2.12e-93
1	Immune cells	CD4Tconv	CD4Tn	YWHAQ	-0.34	61.8	4.13e-91
1	Immune cells	CD4Tconv	CD4Tn	RNF19A	-0.3	60.8	2.85e-90
1	Immune cells	CD4Tconv	CD4Tn	COTL1	-0.4	91.8	9.59e-88
1	Immune cells	CD4Tconv	CD4Tn	CFLAR	-0.31	64.4	1.21e-87
1	Immune cells	CD4Tconv	CD4Tn	C1orf162	0.49	59.2	2.16e-87
1	Immune cells	CD4Tconv	CD4Tn	C10orf54	0.28	77.6	6.14e-87
1	Immune cells	CD4Tconv	CD4Tn	BATF	-0.44	52.6	3.23e-86
1	Immune cells	CD4Tconv	CD4Tn	EZR	-0.28	63.6	9.34e-85
1	Immune cells	CD4Tconv	CD4Tn	FOS	0.36	84.1	6.35e-80
1	Immune cells	CD4Tconv	CD4Tn	SRGN	-0.28	97.9	7.1e-79
1	Immune cells	CD4Tconv	CD4Tn	S100A6	-0.28	91.8	2.25e-78
1	Immune cells	CD4Tconv	CD4Tn	TPI1	-0.28	74.5	5.15e-78
1	Immune cells	CD4Tconv	CD4Tn	NOSIP	0.36	72.4	1.81e-77
1	Immune cells	CD4Tconv	CD4Tn	S100A10	-0.28	86.5	2.47e-69
1	Immune cells	CD4Tconv	CD4Tn	RNF213	-0.28	75.1	6.55e-66
1	Immune cells	CD4Tconv	CD4Tn	RP11-18H21.1	0.34	61.9	1.63e-64
1	Immune cells	CD4Tconv	CD4Tn	LPAR6	0.36	60.7	2.14e-62
1	Immune cells	CD4Tconv	CD4Tn	ALOX5AP	-0.4	70.5	5.99e-62
1	Immune cells	CD4Tconv	CD4Tn	CARD16	-0.26	58.6	8.69e-55
1	Immune cells	CD4Tconv	CD4Tn	TRBC1	-0.29	60.8	1.17e-54
1	Immune cells	CD4Tconv	CD4Tn	FAM65B	0.28	68.9	9.85e-53
1	Immune cells	CD4Tconv	CD4Tn	LINC00402	0.36	53.5	2.53e-49
1	Immune cells	CD4Tconv	CD4Tn	CD27	-0.32	78.2	5.97e-46
1	Immune cells	CD4Tconv	CD4Tn	UCP2	-0.34	76.3	1.73e-45
1	Immune cells	CD4Tconv	CD4Tn	ANKRD55	0.35	46.9	1.2e-42
1	Immune cells	CD4Tconv	CD4Tn	SCML1	0.38	51.3	3.65e-40
1	Immune cells	CD4Tconv	CD4Tn	ITM2A	-0.36	77.8	1.07e-35
1	Immune cells	CD4Tconv	CD4Tn	ACTN1	0.31	50.6	5.37e-33
1	Immune cells	CD4Tconv	CD4Tn	AQP3	0.34	60.8	1.28e-32
