Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
0	Immune cells	CD4Tconv	CD4Tn	SH3BGRL3	-0.72	96.4	3.69e-224
0	Immune cells	CD4Tconv	CD4Tn	PRF1	-1.94	47.2	3.92e-224
0	Immune cells	CD4Tconv	CD4Tn	EEF1B2	0.54	92.3	3.22e-223
0	Immune cells	CD4Tconv	CD4Tn	APOBEC3G	-1.35	39.7	3.79e-222
0	Immune cells	CD4Tconv	CD4Tn	FAM129A	-1.1	29.9	9.52e-222
0	Immune cells	CD4Tconv	CD4Tn	TCEA3	0.45	20.1	2.48e-221
0	Immune cells	CD4Tconv	CD4Tn	SNORA33	0.71	99.0	1.05e-220
0	Immune cells	CD4Tconv	CD4Tn	RPS18	0.68	99.7	1.27e-220
0	Immune cells	CD4Tconv	CD4Tn	RPS12	0.73	99.0	2.2e-220
0	Immune cells	CD4Tconv	CD4Tn	PRKCA	0.69	44.9	2.78e-216
0	Immune cells	CD4Tconv	CD4Tn	SULT1B1	0.27	19.2	1.59e-215
0	Immune cells	CD4Tconv	CD4Tn	RPS9	0.65	98.4	7.02e-214
0	Immune cells	CD4Tconv	CD4Tn	B2M	-0.38	100.0	4e-213
0	Immune cells	CD4Tconv	CD4Tn	SERINC5	0.78	79.5	5.37e-212
0	Immune cells	CD4Tconv	CD4Tn	BACH2	0.37	36.1	2.52e-211
0	Immune cells	CD4Tconv	CD4Tn	RPL14	0.55	98.8	2.74e-210
0	Immune cells	CD4Tconv	CD4Tn	CXCR6	-2.06	27.3	9.02e-206
0	Immune cells	CD4Tconv	CD4Tn	RPS5	0.77	97.5	2.04e-204
0	Immune cells	CD4Tconv	CD4Tn	APOBEC3C	-1.06	47.3	1.03e-199
0	Immune cells	CD4Tconv	CD4Tn	RPL34	0.62	99.9	1.56e-198
0	Immune cells	CD4Tconv	CD4Tn	IL6ST	0.82	86.0	1.63e-197
0	Immune cells	CD4Tconv	CD4Tn	HLA-B	-0.41	100.0	2.34e-197
0	Immune cells	CD4Tconv	CD4Tn	HLA-A	-0.44	100.0	3.88e-197
0	Immune cells	CD4Tconv	CD4Tn	IGF1R	0.45	22.4	1.65e-195
0	Immune cells	CD4Tconv	CD4Tn	AK5	0.35	19.1	6.73e-195
0	Immune cells	CD4Tconv	CD4Tn	RPS23	0.62	98.9	1.91e-194
0	Immune cells	CD4Tconv	CD4Tn	RPS3A	0.32	97.4	2.08e-194
0	Immune cells	CD4Tconv	CD4Tn	TSHZ2	0.47	37.1	1.64e-193
0	Immune cells	CD4Tconv	CD4Tn	GZMB	-2.18	29.8	3.99e-192
0	Immune cells	CD4Tconv	CD4Tn	RPLP2	0.61	99.9	3.23e-191
0	Immune cells	CD4Tconv	CD4Tn	NKG7	-2.29	41.5	9.89e-188
0	Immune cells	CD4Tconv	CD4Tn	RPL30	0.65	99.7	1.57e-186
0	Immune cells	CD4Tconv	CD4Tn	RPL29	0.53	97.1	1.02e-184
0	Immune cells	CD4Tconv	CD4Tn	EPHX2	0.74	47.1	2.79e-183
0	Immune cells	CD4Tconv	CD4Tn	HLA-C	-0.39	100.0	9.17e-183
0	Immune cells	CD4Tconv	CD4Tn	CTSC	-1.13	48.1	7.16e-182
0	Immune cells	CD4Tconv	CD4Tn	RPL10	0.42	99.4	1.84e-180
0	Immune cells	CD4Tconv	CD4Tn	LRRN3	0.76	24.4	3.71e-178
0	Immune cells	CD4Tconv	CD4Tn	SH2D2A	-0.62	24.6	6.15e-178
0	Immune cells	CD4Tconv	CD4Tn	RPL12	0.4	97.3	5.61e-176
0	Immune cells	CD4Tconv	CD4Tn	FOXP1	0.78	89.9	6.37e-176
0	Immune cells	CD4Tconv	CD4Tn	GIMAP7	0.68	94.1	8.27e-175
0	Immune cells	CD4Tconv	CD4Tn	RPL6	0.32	97.8	1.68e-172
0	Immune cells	CD4Tconv	CD4Tn	GZMH	-2.15	37.2	1.53e-167
0	Immune cells	CD4Tconv	CD4Tn	CACNA1I	0.32	22.3	2.77e-167
0	Immune cells	CD4Tconv	CD4Tn	DGKA	0.72	90.3	3.46e-166
0	Immune cells	CD4Tconv	CD4Tn	LTB	0.54	91.4	7.42e-166
0	Immune cells	CD4Tconv	CD4Tn	RPS20	0.52	99.8	2.41e-165
0	Immune cells	CD4Tconv	CD4Tn	RPS8	0.59	98.6	5.35e-165
0	Immune cells	CD4Tconv	CD4Tn	RPLP0	0.51	98.8	7.58e-164
0	Immune cells	CD4Tconv	CD4Tn	LGALS1	-0.69	21.8	4.31e-163
0	Immune cells	CD4Tconv	CD4Tn	RPS27A	0.49	99.7	2.02e-162
0	Immune cells	CD4Tconv	CD4Tn	RPS25	0.45	99.6	1.26e-159
0	Immune cells	CD4Tconv	CD4Tn	RASGRP2	0.52	65.4	6.43e-159
0	Immune cells	CD4Tconv	CD4Tn	RPS2	0.41	98.1	4.06e-158
0	Immune cells	CD4Tconv	CD4Tn	IL2RB	-0.9	33.1	1.84e-157
0	Immune cells	CD4Tconv	CD4Tn	LCP1	-0.7	90.8	4.21e-157
0	Immune cells	CD4Tconv	CD4Tn	IL32	-0.61	96.3	1.71e-156
0	Immune cells	CD4Tconv	CD4Tn	PABPC1	0.59	98.9	8.6e-155
0	Immune cells	CD4Tconv	CD4Tn	NPM1	0.58	92.3	4.7e-154
0	Immune cells	CD4Tconv	CD4Tn	DENND5A	0.48	25.3	6.65e-153
0	Immune cells	CD4Tconv	CD4Tn	BATF	-0.87	30.2	4.11e-149
0	Immune cells	CD4Tconv	CD4Tn	FAM117B	0.53	30.3	4.36e-149
0	Immune cells	CD4Tconv	CD4Tn	RPL37	0.41	99.4	5.48e-149
0	Immune cells	CD4Tconv	CD4Tn	TMEM123	0.7	89.3	4.13e-148
0	Immune cells	CD4Tconv	CD4Tn	RPL27A	0.44	99.8	8.09e-148
0	Immune cells	CD4Tconv	CD4Tn	LIMD2	0.57	93.2	1.91e-146
0	Immune cells	CD4Tconv	CD4Tn	CXCR3	-1.04	28.1	2.84e-146
0	Immune cells	CD4Tconv	CD4Tn	HLA-H	-0.38	99.6	8.98e-145
0	Immune cells	CD4Tconv	CD4Tn	ACTB	-0.46	100.0	5.29e-144
0	Immune cells	CD4Tconv	CD4Tn	RPLP1	0.55	99.9	6.22e-144
0	Immune cells	CD4Tconv	CD4Tn	RPL22	0.44	91.5	9.64e-144
0	Immune cells	CD4Tconv	CD4Tn	GIMAP5	0.64	91.9	3.41e-143
0	Immune cells	CD4Tconv	CD4Tn	HLA-DRA	-1.58	28.0	3.24e-142
0	Immune cells	CD4Tconv	CD4Tn	MYO1F	-0.93	46.4	9.5e-142
0	Immune cells	CD4Tconv	CD4Tn	TPT1	0.51	99.5	1.88e-141
0	Immune cells	CD4Tconv	CD4Tn	RPL15	0.51	99.2	5.01e-141
0	Immune cells	CD4Tconv	CD4Tn	ACTN4	-0.67	18.3	1.77e-140
0	Immune cells	CD4Tconv	CD4Tn	CD55	0.7	64.1	3.3e-140
0	Immune cells	CD4Tconv	CD4Tn	CD58	-0.87	23.1	7.34e-140
0	Immune cells	CD4Tconv	CD4Tn	TNFRSF1B	-0.99	43.3	2.25e-139
0	Immune cells	CD4Tconv	CD4Tn	C1orf162	0.64	51.6	2.9e-139
0	Immune cells	CD4Tconv	CD4Tn	STOM	-1.02	35.9	9.45e-139
0	Immune cells	CD4Tconv	CD4Tn	IL7R	0.44	98.6	2.18e-138
0	Immune cells	CD4Tconv	CD4Tn	IQGAP1	-0.75	60.2	2.05e-137
0	Immune cells	CD4Tconv	CD4Tn	CKLF	-0.5	36.6	2.32e-136
0	Immune cells	CD4Tconv	CD4Tn	AES	0.59	88.3	4.47e-135
0	Immune cells	CD4Tconv	CD4Tn	CKLF-CMTM1	-0.48	35.9	5.25e-135
0	Immune cells	CD4Tconv	CD4Tn	ARMH1	0.42	27.1	8.59e-133
0	Immune cells	CD4Tconv	CD4Tn	RPL36	0.36	99.1	4.47e-132
0	Immune cells	CD4Tconv	CD4Tn	RPL7A	0.49	97.2	1.29e-131
0	Immune cells	CD4Tconv	CD4Tn	RPS16	0.54	98.8	1.74e-131
0	Immune cells	CD4Tconv	CD4Tn	LGALS3	-0.86	11.8	1.96e-129
0	Immune cells	CD4Tconv	CD4Tn	VIPR1	0.42	19.4	4.31e-127
0	Immune cells	CD4Tconv	CD4Tn	ALOX5AP	-0.98	52.1	2.71e-125
0	Immune cells	CD4Tconv	CD4Tn	SRSF5	0.5	96.4	3.17e-125
0	Immune cells	CD4Tconv	CD4Tn	SLC40A1	0.68	24.0	4.92e-123
0	Immune cells	CD4Tconv	CD4Tn	KLF2	0.4	64.5	1.13e-121
0	Immune cells	CD4Tconv	CD4Tn	SAMSN1	-0.73	40.3	2.82e-121
0	Immune cells	CD4Tconv	CD4Tn	RPS15A	0.47	98.6	3.69e-121
0	Immune cells	CD4Tconv	CD4Tn	RPL35A	0.45	98.2	7.52e-121
0	Immune cells	CD4Tconv	CD4Tn	RPL37A	0.35	99.5	1.14e-120
0	Immune cells	CD4Tconv	CD4Tn	AHNAK	-0.66	74.0	2.58e-120
0	Immune cells	CD4Tconv	CD4Tn	TXNIP	0.43	100.0	5.4e-119
0	Immune cells	CD4Tconv	CD4Tn	RPS19	0.45	99.8	1.05e-118
0	Immune cells	CD4Tconv	CD4Tn	ID2	-0.77	61.2	2.35e-118
0	Immune cells	CD4Tconv	CD4Tn	TESPA1	0.65	62.8	5.28e-117
0	Immune cells	CD4Tconv	CD4Tn	EEF1D	0.49	96.3	7.6e-117
0	Immune cells	CD4Tconv	CD4Tn	RPSA	0.29	91.8	2.5e-116
0	Immune cells	CD4Tconv	CD4Tn	RPL24	0.38	96.6	9.74e-116
0	Immune cells	CD4Tconv	CD4Tn	HLA-J	-0.34	99.3	1.04e-115
0	Immune cells	CD4Tconv	CD4Tn	EDAR	0.26	10.6	1.67e-115
0	Immune cells	CD4Tconv	CD4Tn	F2R	-1.02	15.4	3.37e-115
0	Immune cells	CD4Tconv	CD4Tn	HLA-DQA1	-0.58	8.4	3.97e-115
0	Immune cells	CD4Tconv	CD4Tn	ATM	0.71	82.7	3.26e-114
0	Immune cells	CD4Tconv	CD4Tn	CAMK4	0.6	69.8	1.86e-113
0	Immune cells	CD4Tconv	CD4Tn	RPS29	0.28	99.0	6.92e-113
0	Immune cells	CD4Tconv	CD4Tn	GAS5	0.42	83.8	1.56e-112
0	Immune cells	CD4Tconv	CD4Tn	PTPN7	-0.77	47.3	4.34e-112
0	Immune cells	CD4Tconv	CD4Tn	DPEP2	0.48	36.9	1.28e-111
0	Immune cells	CD4Tconv	CD4Tn	RPS7	0.26	94.2	1.3e-111
0	Immune cells	CD4Tconv	CD4Tn	ADPRM	0.61	40.4	4.29e-111
0	Immune cells	CD4Tconv	CD4Tn	ITGA6	0.51	38.7	7.55e-111
0	Immune cells	CD4Tconv	CD4Tn	EZR	-0.58	75.8	8.57e-111
0	Immune cells	CD4Tconv	CD4Tn	PTPN22	-0.77	34.2	2.81e-110
0	Immune cells	CD4Tconv	CD4Tn	YWHAQ	-0.77	66.1	4.99e-109
0	Immune cells	CD4Tconv	CD4Tn	CD63	-0.72	33.3	6e-108
0	Immune cells	CD4Tconv	CD4Tn	PIK3IP1	0.54	97.1	9.19e-108
0	Immune cells	CD4Tconv	CD4Tn	S1PR1	0.3	81.9	1.18e-107
0	Immune cells	CD4Tconv	CD4Tn	DUSP2	-1.29	21.0	4.77e-107
0	Immune cells	CD4Tconv	CD4Tn	RPL23	0.4	98.6	1.12e-106
0	Immune cells	CD4Tconv	CD4Tn	RPS10-NUDT3	0.43	95.9	1.91e-106
0	Immune cells	CD4Tconv	CD4Tn	TMEM204	0.62	51.4	2.97e-106
0	Immune cells	CD4Tconv	CD4Tn	RPS10	0.42	95.2	2.29e-104
0	Immune cells	CD4Tconv	CD4Tn	JUN	-0.85	21.6	5.23e-104
0	Immune cells	CD4Tconv	CD4Tn	SESN3	0.58	43.0	9.99e-104
0	Immune cells	CD4Tconv	CD4Tn	PLEKHB1	0.68	34.6	3.89e-103
0	Immune cells	CD4Tconv	CD4Tn	HLA-DQA2	-0.37	5.4	8.97e-102
0	Immune cells	CD4Tconv	CD4Tn	ATP2B4	-0.64	40.5	1.78e-101
0	Immune cells	CD4Tconv	CD4Tn	RPS11	0.39	99.4	4.54e-101
0	Immune cells	CD4Tconv	CD4Tn	RNF19A	-0.67	49.2	4.71e-101
0	Immune cells	CD4Tconv	CD4Tn	NDFIP1	0.52	82.8	5.34e-101
0	Immune cells	CD4Tconv	CD4Tn	RPL27	0.37	98.4	2.34e-99
0	Immune cells	CD4Tconv	CD4Tn	DUSP4	-0.75	6.7	4.86e-99
0	Immune cells	CD4Tconv	CD4Tn	SLA	-0.66	76.8	8.82e-99
0	Immune cells	CD4Tconv	CD4Tn	TMEM63A	0.55	59.9	1.93e-98
0	Immune cells	CD4Tconv	CD4Tn	ANXA5	-0.72	43.0	4.94e-98
0	Immune cells	CD4Tconv	CD4Tn	ABI3	-0.72	20.3	2.27e-97
0	Immune cells	CD4Tconv	CD4Tn	ZFP36	-0.98	73.8	1.5e-96
0	Immune cells	CD4Tconv	CD4Tn	PDK1	0.66	41.1	2.37e-96
0	Immune cells	CD4Tconv	CD4Tn	RPL17	0.3	95.2	1.04e-95
0	Immune cells	CD4Tconv	CD4Tn	SPINT2	0.5	28.2	1.25e-95
0	Immune cells	CD4Tconv	CD4Tn	RCAN3	0.54	55.7	1.91e-95
0	Immune cells	CD4Tconv	CD4Tn	RGMB	0.29	14.2	2.16e-95
0	Immune cells	CD4Tconv	CD4Tn	EFHD2	-0.45	14.8	5.61e-95
0	Immune cells	CD4Tconv	CD4Tn	MYL6	-0.45	93.7	5.7e-95
0	Immune cells	CD4Tconv	CD4Tn	ALS2CL	0.28	13.8	1.89e-94
0	Immune cells	CD4Tconv	CD4Tn	TXN	-0.33	31.7	4.7e-94
0	Immune cells	CD4Tconv	CD4Tn	PFN1	-0.4	99.2	7.62e-94
0	Immune cells	CD4Tconv	CD4Tn	RUNX3	-0.48	31.3	2.84e-93
0	Immune cells	CD4Tconv	CD4Tn	UBA52	0.39	97.9	7.99e-93
0	Immune cells	CD4Tconv	CD4Tn	RPL23A	0.29	98.3	1.54e-92
0	Immune cells	CD4Tconv	CD4Tn	C6orf48	0.52	65.1	2.02e-92
0	Immune cells	CD4Tconv	CD4Tn	ARAP2	-0.66	32.4	2.73e-92
0	Immune cells	CD4Tconv	CD4Tn	TPM4	-0.74	40.9	8.68e-91
0	Immune cells	CD4Tconv	CD4Tn	PDCD1	-0.86	16.0	1.14e-89
0	Immune cells	CD4Tconv	CD4Tn	ARPC2	-0.42	93.9	1.39e-89
0	Immune cells	CD4Tconv	CD4Tn	TOX	-0.61	14.6	3.5e-89
0	Immune cells	CD4Tconv	CD4Tn	RHOC	-0.65	12.9	6.52e-89
0	Immune cells	CD4Tconv	CD4Tn	CFL1	-0.31	99.4	9.93e-89
0	Immune cells	CD4Tconv	CD4Tn	HERPUD1	-0.71	43.2	1.83e-88
0	Immune cells	CD4Tconv	CD4Tn	BHLHE40	-0.75	14.9	2.35e-88
0	Immune cells	CD4Tconv	CD4Tn	SYTL3	-0.52	35.5	5.45e-88
0	Immune cells	CD4Tconv	CD4Tn	S100A11	-0.45	60.7	6.19e-88
0	Immune cells	CD4Tconv	CD4Tn	RPS15	0.26	98.4	1.82e-87
0	Immune cells	CD4Tconv	CD4Tn	FAU	0.37	98.7	2.43e-87
0	Immune cells	CD4Tconv	CD4Tn	NUAK2	0.47	24.5	4.66e-87
0	Immune cells	CD4Tconv	CD4Tn	KANK1	0.31	16.2	9.87e-87
0	Immune cells	CD4Tconv	CD4Tn	PTPRCAP	-0.41	92.3	1.39e-86
0	Immune cells	CD4Tconv	CD4Tn	FLT3LG	0.31	95.8	1.85e-86
0	Immune cells	CD4Tconv	CD4Tn	ADD3	0.56	84.5	3.38e-86
0	Immune cells	CD4Tconv	CD4Tn	TRAF3IP3	0.42	94.6	3e-85
0	Immune cells	CD4Tconv	CD4Tn	RPS24	0.39	97.6	6.98e-85
0	Immune cells	CD4Tconv	CD4Tn	LDHA	-0.73	75.6	2.94e-84
0	Immune cells	CD4Tconv	CD4Tn	JAKMIP1	-0.47	8.1	5.27e-84
0	Immune cells	CD4Tconv	CD4Tn	IL6R	0.41	43.6	9.61e-84
0	Immune cells	CD4Tconv	CD4Tn	MALAT1	0.33	100.0	1.48e-83
0	Immune cells	CD4Tconv	CD4Tn	C12orf75	-0.79	25.7	1.58e-83
0	Immune cells	CD4Tconv	CD4Tn	SLC8B1	0.6	40.5	8e-83
0	Immune cells	CD4Tconv	CD4Tn	IL2RG	-0.4	94.8	1.19e-82
0	Immune cells	CD4Tconv	CD4Tn	PYHIN1	-0.53	57.8	1.67e-82
0	Immune cells	CD4Tconv	CD4Tn	HOPX	-1.02	16.8	2.96e-82
0	Immune cells	CD4Tconv	CD4Tn	OXNAD1	0.53	84.8	3.8e-82
0	Immune cells	CD4Tconv	CD4Tn	GLUL	-1.06	30.0	9.71e-82
0	Immune cells	CD4Tconv	CD4Tn	OASL	-0.8	13.7	1.38e-81
0	Immune cells	CD4Tconv	CD4Tn	TMC8	0.59	82.8	1.72e-81
0	Immune cells	CD4Tconv	CD4Tn	ITGB1	-0.56	54.8	1.77e-81
0	Immune cells	CD4Tconv	CD4Tn	RPL35	0.26	98.3	5.23e-81
0	Immune cells	CD4Tconv	CD4Tn	RPL26	0.34	96.2	6.28e-81
0	Immune cells	CD4Tconv	CD4Tn	RPS27	0.27	93.0	7.55e-81
0	Immune cells	CD4Tconv	CD4Tn	GNG2	-0.55	56.3	1.48e-80
0	Immune cells	CD4Tconv	CD4Tn	IFI16	-0.47	72.9	1.41e-79
0	Immune cells	CD4Tconv	CD4Tn	RPL28	0.29	97.1	1.59e-79
0	Immune cells	CD4Tconv	CD4Tn	EIF3L	0.58	82.4	2.87e-79
0	Immune cells	CD4Tconv	CD4Tn	EEF2	0.45	87.7	3.08e-79
0	Immune cells	CD4Tconv	CD4Tn	REEP5	-0.6	49.5	3.75e-79
0	Immune cells	CD4Tconv	CD4Tn	TYMP	-0.49	8.4	3.79e-79
0	Immune cells	CD4Tconv	CD4Tn	SORL1	0.49	73.9	4.18e-79
0	Immune cells	CD4Tconv	CD4Tn	ADTRP	0.38	19.7	9.94e-79
0	Immune cells	CD4Tconv	CD4Tn	KLRD1	-1.56	17.8	8.13e-78
0	Immune cells	CD4Tconv	CD4Tn	ITGAE	-0.92	28.1	2.31e-77
0	Immune cells	CD4Tconv	CD4Tn	ADAM19	-0.68	33.2	2.75e-77
0	Immune cells	CD4Tconv	CD4Tn	EIF3E	0.56	77.0	5.12e-77
0	Immune cells	CD4Tconv	CD4Tn	UBC	-0.38	96.6	7.91e-77
0	Immune cells	CD4Tconv	CD4Tn	SKIL	-0.58	15.8	2.21e-76
0	Immune cells	CD4Tconv	CD4Tn	NUCB2	0.58	49.8	2.46e-76
0	Immune cells	CD4Tconv	CD4Tn	VSIG1	0.42	19.6	2.66e-76
0	Immune cells	CD4Tconv	CD4Tn	FTL	0.33	99.5	2.84e-76
0	Immune cells	CD4Tconv	CD4Tn	TNFAIP3	-0.81	59.2	5.92e-76
0	Immune cells	CD4Tconv	CD4Tn	CTSD	-0.61	53.4	6.68e-76
0	Immune cells	CD4Tconv	CD4Tn	LAG3	-0.43	5.8	7.2e-76
0	Immune cells	CD4Tconv	CD4Tn	TANK	-0.57	40.9	8.33e-76
0	Immune cells	CD4Tconv	CD4Tn	IKZF3	-0.49	65.6	8.43e-76
0	Immune cells	CD4Tconv	CD4Tn	RASA3	0.45	60.3	1.61e-75
0	Immune cells	CD4Tconv	CD4Tn	RBPJ	-0.79	40.3	1.7e-75
0	Immune cells	CD4Tconv	CD4Tn	EMB	-0.5	66.2	3.14e-75
0	Immune cells	CD4Tconv	CD4Tn	CDC42SE1	0.45	95.9	3.33e-75
0	Immune cells	CD4Tconv	CD4Tn	ZEB2	-1.04	17.4	5.92e-75
0	Immune cells	CD4Tconv	CD4Tn	MAF	-0.5	22.1	8.05e-75
0	Immune cells	CD4Tconv	CD4Tn	GZMK	-1.67	35.5	2.28e-74
0	Immune cells	CD4Tconv	CD4Tn	PPP2R2B	-0.46	8.5	2.81e-74
0	Immune cells	CD4Tconv	CD4Tn	FAS	-0.54	29.9	2.97e-74
0	Immune cells	CD4Tconv	CD4Tn	RAB27A	-0.53	18.4	4.67e-74
0	Immune cells	CD4Tconv	CD4Tn	INPP4B	0.53	79.9	5.03e-74
0	Immune cells	CD4Tconv	CD4Tn	GIMAP4	0.45	90.3	6.68e-74
0	Immune cells	CD4Tconv	CD4Tn	TMIGD2	0.34	25.7	1.25e-73
0	Immune cells	CD4Tconv	CD4Tn	HLA-DMA	-0.55	14.3	1.31e-73
0	Immune cells	CD4Tconv	CD4Tn	ACTG1	-0.42	98.3	1.74e-73
0	Immune cells	CD4Tconv	CD4Tn	CD27	0.37	82.1	5.05e-73
0	Immune cells	CD4Tconv	CD4Tn	ARHGAP18	-0.5	12.7	1.9e-72
0	Immune cells	CD4Tconv	CD4Tn	MIAT	-0.68	44.7	2.33e-72
0	Immune cells	CD4Tconv	CD4Tn	CD8A	-1.25	37.3	2.33e-72
0	Immune cells	CD4Tconv	CD4Tn	PHLDA1	-0.49	5.8	6.47e-72
0	Immune cells	CD4Tconv	CD4Tn	CFLAR	-0.43	71.8	7.59e-71
0	Immune cells	CD4Tconv	CD4Tn	SLAMF7	-1.01	18.0	1.56e-70
0	Immune cells	CD4Tconv	CD4Tn	BHLHE40-AS1	-0.25	6.8	3.78e-70
0	Immune cells	CD4Tconv	CD4Tn	GNLY	-2.01	30.2	8.7e-70
0	Immune cells	CD4Tconv	CD4Tn	IDS	-0.49	50.1	1.87e-69
0	Immune cells	CD4Tconv	CD4Tn	CCR5	-0.57	6.2	3.51e-69
0	Immune cells	CD4Tconv	CD4Tn	CYBA	-0.34	64.9	4.96e-69
0	Immune cells	CD4Tconv	CD4Tn	LSP1	-0.39	89.3	1.73e-68
0	Immune cells	CD4Tconv	CD4Tn	TBX21	-0.46	6.3	2e-68
0	Immune cells	CD4Tconv	CD4Tn	MSN	-0.5	79.8	2.55e-68
0	Immune cells	CD4Tconv	CD4Tn	GAB3	-0.64	18.0	4.89e-68
0	Immune cells	CD4Tconv	CD4Tn	IFI44	-0.77	33.7	5.67e-68
